日期,时段序号,时段,电价_元每kWh,小区负载_kW,小区负载电量_kWh,决策用负荷预测_kW,决策用负荷预测电量_kWh,光伏实际_kW,光伏0时预报_kW,最终采用预报_kW,计划购电量_kWh,调整购电量_kWh,充电量_kWh,放电量_kWh,紧急购电量_kWh,实际弃光量_kWh,时段初储电量_kWh,时段末储电量_kWh,计划购电费_元,调整费用_元,紧急购电费_元
2025-02-01,59,9:40-9:50,0.8581,4182.7342,697.1223666666666,4375.938969289099,729.3231615481831,5203.9177,5022.367333333333,5022.367333333333,0.0,0.0,170.19725000000005,0.0,0.0,0.0,3770.1366271443144,3923.3141521443144,0.0,0.0,0.0
2025-02-01,60,9:50-10:00,0.8084,4071.53,678.5883333333334,4375.0322313305,729.1720385550832,5364.1125,5299.262500000001,5299.262500000001,0.0,0.0,215.4304166666666,0.0,0.0,0.0,3923.3141521443144,4117.201527144314,0.0,0.0,0.0
2025-02-01,61,10:00-10:10,0.8605,4268.5932,711.4322,4372.74353972669,728.7905899544483,5471.099,5554.0704,5554.0704,0.0,0.0,200.41763333333336,0.0,0.0,0.0,4117.201527144314,4297.577397144314,0.0,0.0,0.0
2025-02-01,62,10:10-10:20,0.8292,4240.2423,706.70705,4351.199299742992,725.1998832904985,5601.7634,5740.4347,5740.4347,0.0,0.0,226.92018333333328,0.0,0.0,0.0,4297.577397144314,4501.805562144314,0.0,0.0,0.0
2025-02-01,63,10:20-10:30,0.7446,4001.96,666.9933333333333,4330.814230112589,721.8023716854315,5755.3125,5848.0,5848.0,0.0,0.0,292.22541666666666,0.0,0.0,0.0,4501.805562144314,4764.808437144314,0.0,0.0,0.0
2025-02-01,64,10:30-10:40,0.7982,4072.3226,678.7204333333333,4344.449397619848,724.074899603308,5878.849,5908.056033333333,5908.056033333333,0.0,0.0,301.0877333333334,0.0,0.0,0.0,4764.808437144314,5035.787397144314,0.0,0.0,0.0
2025-02-01,65,10:40-10:50,0.6917,4068.783,678.1305,4336.11062896398,722.68510482733,6128.0874,5983.590766666666,5983.590766666666,0.0,0.0,343.2174,0.0,0.0,0.0,5035.787397144314,5344.683057144314,0.0,0.0,0.0
2025-02-01,66,10:50-11:00,0.438,3917.55,652.925,4306.032494034312,717.6720823390518,6361.65,6103.3375,6103.3375,0.0,0.0,407.3499999999999,0.0,0.0,0.0,5344.683057144314,5711.298057144314,0.0,0.0,0.0
2025-02-01,67,11:00-11:10,0.3671,3946.1661,657.69435,4292.566489101166,715.4277481835276,6277.0669,6240.100799999999,6240.100799999999,0.0,0.0,388.4834666666666,0.0,0.0,0.0,5711.298057144314,6060.933177144314,0.0,0.0,0.0
2025-02-01,68,11:10-11:20,0.3419,3936.6103,656.1017166666666,4181.907936301042,696.9846560501737,6308.0507,6315.736466666665,6315.736466666665,0.0,0.0,395.24006666666673,0.0,0.0,0.0,6060.933177144314,6416.649237144314,0.0,0.0,0.0
2025-02-01,69,11:20-11:30,0.308,3927.21,654.535,4064.9417941966885,677.4902990327814,6594.375,6365.1875,6365.1875,0.0,0.0,444.52750000000003,0.0,0.0,0.0,6416.649237144314,6816.7239871443135,0.0,0.0,0.0
2025-02-01,70,11:30-11:40,0.3563,4153.2513,692.20855,4150.14923179062,691.6915386317701,6817.8939,6482.95,6482.95,0.0,0.0,444.10710000000006,0.0,0.0,0.0,6816.7239871443135,7216.4203771443135,0.0,0.0,0.0
2025-02-01,71,11:40-11:50,0.3499,4080.8969,680.1494833333334,4158.072580990686,693.012096831781,6770.5009,6508.925966666666,6508.925966666666,0.0,0.0,448.2673333333332,0.0,0.0,0.0,7216.4203771443135,7619.860977144313,0.0,0.0,0.0
2025-02-01,72,11:50-12:00,0.2979,3840.2,640.0333333333333,4049.884831024799,674.9808051707998,6603.9375,6414.8625,6414.8625,0.0,0.0,460.6229166666667,0.0,0.0,0.0,7619.860977144313,8034.4216021443135,0.0,0.0,0.0
2025-02-01,73,12:00-12:10,0.3528,4061.0483,676.8413833333333,4069.088451972713,678.1814086621188,6632.8992,6351.968699999999,6351.968699999999,0.0,0.0,428.6418166666666,0.0,0.0,0.0,8034.4216021443135,8420.199237144314,0.0,0.0,0.0
2025-02-01,74,12:10-12:20,0.4214,3978.5628,663.0938,4130.0738010544665,688.3456335090776,6536.8864,6397.0122666666675,6397.0122666666675,0.0,0.0,426.38726666666673,0.0,0.0,0.0,8420.199237144314,8803.947777144314,0.0,0.0,0.0
2025-02-01,75,12:20-12:30,0.4077,3564.13,594.0216666666666,4123.253909783878,687.2089849639797,6314.475,6496.687499999999,6496.687499999999,336.0222901481915,336.0222901481915,794.4131234815247,0.0,0.0,0.0,8803.947777144314,9518.919588277688,136.99628769341766,0.0,0.0
2025-02-01,76,12:30-12:40,0.3359,3606.685,601.1141666666666,4045.6543389995813,674.2757231665969,6312.5866,6518.997033333333,6518.997033333333,468.9410509443744,468.9410509443744,833.3333333333333,0.0,0.0,86.59131761104106,9518.919588277688,10268.919588277688,157.51729901221535,0.0,0.0
2025-02-01,77,12:40-12:50,0.4541,3800.0122,633.3353666666667,4060.972400205394,676.8287333675656,6353.9385,6455.918133333334,6455.918133333334,0.0,0.0,425.65438333333327,0.0,0.0,0.0,10268.919588277688,10652.008533277687,0.0,0.0,0.0
2025-02-01,78,12:50-13:00,0.6884,3832.09,638.6816666666666,4134.5823239718575,689.0970539953096,6313.35,6366.7125,6366.7125,0.0,0.0,164.43496302479213,0.0,0.0,249.10837030854117,10652.008533277687,10800.0,0.0,0.0,0.0
2025-02-01,79,13:00-13:10,0.7168,3716.2454,619.3742333333332,4066.525680476986,677.7542800794977,6246.1375,6304.4363,6304.4363,0.0,0.0,0.0,0.0,0.0,421.64868333333334,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,80,13:10-13:20,0.7194,3639.0264,606.5044,3950.8989606621144,658.4831601103524,6175.373,6165.1160666666665,6165.1160666666665,0.0,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,81,13:20-13:30,0.7375,3642.08,607.0133333333333,3916.105290322492,652.6842150537486,6103.6875,5990.6,5990.6,0.0,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,82,13:30-13:40,0.6413,3637.91,606.3183333333333,3992.274665416397,665.3791109027328,5992.7643,5926.465266666666,5926.465266666666,0.0,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,83,13:40-13:50,0.6761,3749.5633,624.9272166666666,3993.540280364907,665.5900467274845,5691.8061,5801.058999999999,5801.058999999999,0.0,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,84,13:50-14:00,0.8225,3849.87,641.645,3902.2867499208583,650.3811249868097,5251.125,5582.349999999999,5582.349999999999,0.0,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,85,14:00-14:10,0.8111,3676.3403,612.7233833333332,3866.3735520372593,644.3955920062099,4893.7405,5408.8430333333345,5408.8430333333345,0.0,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,86,14:10-14:20,0.8061,3619.6065,603.26775,3813.6654488930562,635.6109081488427,4617.2194,5218.992433333333,5218.992433333333,0.0,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,87,14:20-14:30,0.8727,3664.87,610.8116666666666,3734.4688439620545,622.4114739936757,4364.4,4936.924999999999,4936.924999999999,0.0,0.0,0.0,0.0,0.0,116.58833333333325,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,88,14:30-14:40,0.8717,3429.7385,571.6230833333333,3706.2835037699074,617.7139172949845,4104.4044,4561.690133333333,4561.690133333333,0.0,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,89,14:40-14:50,0.7054,3327.5652,554.5942,3679.60561958414,613.2676032640234,3890.1686,4233.810166666667,4233.810166666667,0.0,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,90,14:50-15:00,0.5147,3473.54,578.9233333333333,3656.8233884520614,609.4705647420102,3688.35,3997.6250000000005,3997.6250000000005,114.10687426581956,114.10687426581956,0.0,0.0,0.0,149.90854093248618,10800.0,10800.0,58.73080818461733,0.0,0.0
2025-02-01,91,15:00-15:10,0.5575,3562.932,593.8219999999999,3693.0194314718474,615.5032385786412,3392.3571,3770.953066666666,3770.953066666666,233.50625902021517,233.50625902021517,0.0,0.0,0.0,205.07710902021523,10800.0,10800.0,130.17973940376996,0.0,0.0
2025-02-01,92,15:10-15:20,0.6606,3620.2202,603.3700333333334,3717.0007413800076,619.5001235633346,3032.6158,3492.382666666667,3492.382666666667,228.96599578555686,228.96599578555686,0.0,0.0,0.0,131.03192911889016,10800.0,10800.0,151.25493681593886,0.0,0.0
2025-02-01,93,15:20-15:30,0.688,3651.93,608.655,3688.474552711736,614.7457587852894,2703.825,3160.1124999999997,3160.1124999999997,262.4422468805274,262.4422468805274,0.0,0.0,0.0,104.42474688052738,10800.0,10800.0,180.56026585380286,0.0,0.0
2025-02-01,94,15:30-15:40,0.6617,3580.7319,596.78865,3629.7255029782573,604.9542504963762,2481.7698,2817.665466666667,2817.665466666667,292.6618933535191,292.6618933535191,0.0,0.0,0.0,109.50154335351908,10800.0,10800.0,193.65437483202356,0.0,0.0
2025-02-01,95,15:40-15:50,0.6465,3420.6657,570.11095,3560.0855044300138,593.347584071669,2255.8374,2478.1308,2478.1308,327.11427137325626,327.11427137325626,0.0,0.0,0.0,132.97622137325624,10800.0,10800.0,211.47937644281015,0.0,0.0
2025-02-01,96,15:50-16:00,0.6667,3292.5,548.75,3505.3672718011007,584.2278786335168,1973.5875,2150.4624999999996,2150.4624999999996,366.1212714906598,366.1212714906598,0.0,0.0,0.0,146.30252149065979,10800.0,10800.0,244.0930517028229,0.0,0.0
2025-02-01,97,16:00-16:10,0.6956,3324.4944,554.0824,3492.383886529844,582.0639810883073,1687.0443,1841.5786333333333,1841.5786333333333,408.48312473910113,408.48312473910113,0.0,0.0,0.0,135.5747747391011,10800.0,10800.0,284.14086156851874,0.0,0.0
2025-02-01,98,16:10-16:20,0.7032,3354.2164,559.0360666666666,3519.627195374525,586.6045325624208,1442.6491,1534.4539,1534.4539,468.87247303861113,468.87247303861113,0.0,0.0,0.0,150.27792303861122,10800.0,10800.0,329.7111230407514,0.0,0.0
2025-02-01,99,16:20-16:30,0.7041,3378.64,563.1066666666666,3563.4270545986396,593.9045090997732,1214.175,1215.6000000000001,1215.6000000000001,529.044032909297,529.044032909297,0.0,0.0,0.0,168.2998662426304,10800.0,10800.0,372.499903571436,0.0,0.0
2025-02-01,100,16:30-16:40,0.7357,3481.7178,580.2863,3534.372029525954,589.0620049209923,933.1142,889.7681333333334,889.7681333333334,549.040717619405,549.040717619405,0.0,0.0,0.0,124.2734509527383,10800.0,10800.0,403.92925595259624,0.0,0.0
2025-02-01,101,16:40-16:50,0.7466,3196.9081,532.8180166666666,3164.89613280182,527.4826888003033,640.2688,594.3371333333333,594.3371333333333,549.5427975304619,549.5427975304619,0.0,0.0,0.0,123.43624753046197,10800.0,10800.0,410.2886526362429,0.0,0.0
2025-02-01,102,16:50-17:00,0.7383,2680.68,446.78,2707.959134655349,451.32652244255814,358.2375,327.8500000000001,327.8500000000001,559.5359867282725,559.5359867282725,0.0,0.0,0.0,172.46223672827256,10800.0,10800.0,413.1054190014836,0.0,0.0
2025-02-01,103,17:00-17:10,0.7642,2601.2611,433.5435166666667,2731.5062329552143,455.251038825869,95.3846,78.67603333333334,78.67603333333334,593.1847427941229,593.1847427941229,0.0,0.0,0.0,175.53865946078957,10800.0,10800.0,453.31178044326873,0.0,0.0
2025-02-01,104,17:10-17:20,0.787,2638.6848,439.7808,2822.9813846322772,470.49689743871284,0.0,0.0,0.0,624.1705855339509,624.1705855339509,0.0,0.0,0.0,184.38978553395089,10800.0,10800.0,491.22225081521935,0.0,0.0
2025-02-01,105,17:20-17:30,0.775,2616.82,436.13666666666666,2754.2555612195897,459.04259353659825,0.0,0.0,0.0,636.4825935365984,636.4825935365984,0.0,0.0,0.0,200.34592686993176,10800.0,10800.0,493.27400999086376,0.0,0.0
