日期,因素,参数值,期望总购电费_元,实际结算总购电费_元,计划购电量_kWh,期望紧急购电量_kWh,实际紧急购电量_kWh,实际充电量_kWh,实际放电量_kWh,实际弃用量_kWh,含续存价值目标值_元,续存价值_元每kWh,最大同时充放电量_kWh
2025-09-23,情景数量,15.0,56245.171248725346,56222.45645190783,73580.33049573716,12.235279729339709,0.0,11453.623411099648,1726.8796204869923,1736.9711217911772,52286.32350828667,0.48154814814814817,0.0
2025-09-23,情景数量,30.0,54691.267463755066,54691.267463755066,70011.46397374594,0.0,0.0,9776.060474631973,1889.2524556885382,8.04037146916869,50465.07890730561,0.48154814814814817,0.0
2025-09-23,情景数量,45.0,54691.267463755066,54691.267463755066,70011.46397374594,0.0,0.0,9776.060474631973,1889.2524556885382,8.04037146916869,50465.07890730561,0.48154814814814817,0.0
2025-09-23,历史回看天数,15.0,53666.30245064356,53666.30245064356,67521.51354175193,0.0,0.0,7506.978389623257,2102.080431204653,0.0,49788.704330428256,0.48154814814814817,0.0
2025-09-23,历史回看天数,30.0,54691.267463755066,54691.267463755066,70011.46397374594,0.0,0.0,9776.060474631973,1889.2524556885382,8.04037146916869,50465.07890730561,0.48154814814814817,0.0
2025-09-23,历史回看天数,45.0,54601.10047276846,54601.10047276846,69816.02749587216,0.0,0.0,9703.736287197009,2030.374004237225,26.049629579039106,50385.30995832477,0.48154814814814817,0.0
2025-09-23,预测误差缩放,0.9,54587.95271966145,54587.95271966145,69781.59687250055,0.0,0.0,9550.608454965772,1894.7214330737502,9.09426727520497,50284.4654577711,0.48154814814814817,0.0
2025-09-23,预测误差缩放,1.0,54691.267463755066,54691.267463755066,70011.46397374594,0.0,0.0,9776.060474631973,1889.2524556885382,8.04037146916869,50465.07890730561,0.48154814814814817,0.0
2025-09-23,预测误差缩放,1.1,54848.1365317841,54760.992783972906,70180.10331276065,40.933912375035746,0.0,9942.649134205229,1886.1478804410476,6.9864756631321825,50673.611384776115,0.48154814814814817,0.0
2025-09-23,紧急电价倍数,3.0,54701.37365619136,54551.34783548587,69719.83370249651,115.5658887697552,0.0,9565.713747501472,1970.5359998074503,8.04037146916869,50425.32958669482,0.48154814814814817,0.0
2025-09-23,紧急电价倍数,5.0,54691.267463755066,54691.267463755066,70011.46397374594,0.0,0.0,9776.060474631973,1889.2524556885382,8.04037146916869,50465.07890730561,0.48154814814814817,0.0
2025-09-23,紧急电价倍数,7.0,54691.267463755066,54691.267463755066,70011.46397374594,0.0,0.0,9776.060474631973,1889.2524556885382,8.04037146916869,50465.07890730561,0.48154814814814817,0.0
2025-09-23,充放电效率,0.81,55064.15779709407,55064.15779709407,70907.76932102483,0.0,0.0,10598.754986284046,1815.6416200617189,8.04037146916869,50380.328152326445,0.5350534979423868,0.0
2025-09-23,充放电效率,0.9,54691.267463755066,54691.267463755066,70011.46397374594,0.0,0.0,9776.060474631973,1889.2524556885382,8.04037146916869,50465.07890730561,0.48154814814814817,0.0
2025-09-23,充放电效率,0.99,54503.799633466406,54279.772200255524,69064.09387888119,106.44572236334818,0.0,8959.021543444567,2019.583619365886,8.04037146916869,50619.90386409598,0.4377710437710438,0.0
2025-09-23,续存价值倍率,0.0,54610.71208044024,53865.73395458914,67985.0354319041,368.33186694006343,0.0,7861.258704479096,1992.838855908324,0.0,54610.71208044024,0.0,0.0
2025-09-23,续存价值倍率,1.0,54691.267463755066,54691.267463755066,70011.46397374594,0.0,0.0,9776.060474631973,1889.2524556885382,8.04037146916869,50465.07890730561,0.48154814814814817,0.0
2025-09-23,续存价值倍率,2.0,54981.72089177729,54972.733632316944,70733.56707120777,4.840969275703378,0.0,10459.501812557013,1850.5906961517437,8.04037146916869,46091.32897605964,0.9630962962962963,0.0
2025-09-23,初始储电量,5000.0,53739.81289758417,53739.81289758417,67694.08423283449,0.0,0.0,7637.367154403335,2059.898504902184,0.0,49419.76684779266,0.48154814814814817,0.0
2025-09-23,初始储电量,6000.0,53739.81289758417,53739.81289758417,67694.08423283449,0.0,0.0,6527.419421642859,2059.898504902184,1109.9477327604766,49323.457218163036,0.48154814814814817,0.0
2025-09-23,初始储电量,7000.0,53739.81289758417,53739.81289758417,67694.08423283449,0.0,0.0,5416.308310531751,2059.898504902184,2221.0588438715845,49227.1475885334,0.48154814814814817,0.0
2025-12-21,负荷规模,0.9,66646.6963825735,66646.6963825735,87954.19858077438,0.0,0.0,12323.43703739392,1427.7090067420513,458.3327801225018,62007.87814107744,0.48154814814814817,0.0
2025-12-21,负荷规模,1.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,负荷规模,1.1,86722.32832951659,86722.32832951659,113218.485507956,0.0,0.0,12392.190197362788,1483.3990663168352,834.2684135766923,82149.58774088888,0.48154814814814817,0.0
2025-12-21,光伏规模,0.9,79491.85271835967,79491.85271835967,104215.91046777787,0.0,0.0,12210.616760424598,1336.3245823969025,769.9705130835164,74859.59470419999,0.48154814814814817,0.0
2025-12-21,光伏规模,1.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,光伏规模,1.1,73875.26219377306,73875.26219377306,96956.76139882524,0.0,0.0,12528.582857553647,1593.8771210714333,518.1397056763567,69296.53351610435,0.48154814814814817,0.0
2025-12-21,电价水平,0.9,69015.07190697516,69015.07190697516,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,64870.08788923129,0.4333933333333333,0.0
2025-12-21,电价水平,1.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,电价水平,1.1,84351.75455296967,84351.75455296967,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,79285.66297572716,0.529702962962963,0.0
2025-12-21,情景数量,15.0,76707.75791245507,76707.75791245507,100561.54448948613,0.0,0.0,11971.307081081108,1142.4837421286684,694.9392838670316,72811.84066406106,0.48154814814814817,0.0
2025-12-21,情景数量,30.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,情景数量,45.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,历史回看天数,15.0,76306.97515193507,76306.97515193507,99702.52690236144,0.0,0.0,12070.111616948323,1488.047813938268,82.6812326847255,71988.65521022807,0.48154814814814817,0.0
2025-12-21,历史回看天数,30.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,历史回看天数,45.0,76134.86145628203,76134.86145628203,99316.7022148848,0.0,0.0,11813.572404785547,1586.6558950423755,52.00383847497915,71807.38798090059,0.48154814814814817,0.0
2025-12-21,预测误差缩放,0.9,76687.08765616862,76687.08765616862,100600.76492932752,0.0,0.0,12384.030596097227,1476.7897892917267,655.742255855364,72022.03163842474,0.48154814814814817,0.0
2025-12-21,预测误差缩放,1.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,预测误差缩放,1.1,76679.76406557692,76679.76406557692,100572.15808242444,0.0,0.0,12361.890675142247,1458.8564533181902,631.3419939337289,72133.7444883344,0.48154814814814817,0.0
2025-12-21,紧急电价倍数,3.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,紧急电价倍数,5.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,紧急电价倍数,7.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,充放电效率,0.81,77269.56163045568,77269.56163045568,101950.30437497204,0.0,0.0,13837.116489370283,1379.6846344835185,455.09065341862055,72198.08619852338,0.5350534979423868,0.0
2025-12-21,充放电效率,0.9,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,充放电效率,0.99,76193.24016241074,76193.24016241074,99476.68856334942,0.0,0.0,11330.890348952593,1741.9629535862287,849.9793013163983,71977.58165134846,0.4377710437710438,0.0
2025-12-21,续存价值倍率,0.0,73914.78520024016,73142.80871061444,92117.13809478076,372.329938603148,0.0,4755.3696483795875,1676.0134202654776,0.0,73914.78520024016,0.0,0.0
2025-12-21,续存价值倍率,1.0,76683.41322997242,76683.41322997242,100586.46150587598,0.0,0.0,12372.111551991542,1467.13536356612,643.7034507839006,72077.87543247922,0.48154814814814817,0.0
2025-12-21,续存价值倍率,2.0,77107.92841153224,77107.92841153224,101599.53561053515,0.0,0.0,12491.609432170191,1563.9286465108255,1634.0729582091326,67225.22259977132,0.9630962962962963,0.0
2025-12-21,初始储电量,5000.0,74938.49128235714,74938.49128235714,96470.45576258822,0.0,0.0,8255.722671069285,1467.13536356612,644.0865884183983,70335.05928927548,0.48154814814814817,0.0
2025-12-21,初始储电量,6000.0,74470.4409118887,74470.4409118887,95359.74743414769,0.0,0.0,7162.572836372787,1481.6839974619563,641.0767285702193,69868.06371783123,0.48154814814814817,0.0
2025-12-21,初始储电量,7000.0,74009.92491504217,74009.92491504217,94267.60524988639,0.0,0.0,6078.888274750066,1503.8995025475544,654.8346110172222,69402.70909939642,0.48154814814814817,0.0
