日期,小区负载电量_kWh,光伏实际电量_kWh,计划购电量_kWh,紧急购电量_kWh,充电量_kWh,放电量_kWh,弃光量_kWh,0:00储电量_kWh,24:00储电量_kWh,计划购电费_元,紧急购电费_元,总购电费_元,最大电能平衡残差_kWh,最大SOC递推残差_kWh,最大充电功率_kW,最大放电功率_kW
2025-01-18,81208.0575,37965.54848333333,64787.98988217129,0.0,9593.951056285976,8045.69370451906,19997.223513737703,5137.269016937838,4832.165295907377,41343.651321511614,0.0,41343.651321511614,1.1368683772161603e-13,0.0,5000.0,3019.930422368645
2025-01-19,126210.84621666666,37527.70675,111314.21926992563,0.0,15282.632591314745,12272.632422443632,19621.07963438786,4832.165295907377,4950.27638093106,78607.63209190386,0.0,78607.63209190386,2.2737367544323206e-13,0.0,5000.0,4288.176228134134
2025-01-20,126565.66615,38498.58959999999,109708.8566106738,0.0,12184.02140500451,9836.609520871913,19294.36817654121,4950.27638093106,4986.329511132997,79247.94588363782,0.0,79247.94588363782,2.2737367544323206e-13,0.0,5000.0,4377.070303305497
2025-01-21,125750.14588333332,42274.2412,106396.20584360487,0.0,12767.515297977552,10860.751777920448,21013.537640214436,4986.329511132997,4409.591303845631,75976.90055391539,0.0,75976.90055391539,2.2737367544323206e-13,0.0,5000.0,4363.77
2025-01-22,126679.58855,37780.82418333333,104681.78396934998,0.0,14609.43126767791,12531.38268133804,13704.97101634345,4409.591303845631,3634.320909935706,75096.09189336275,0.0,75096.09189336275,2.2737367544323206e-13,0.0,5000.0,4636.5983
2025-01-23,126355.43114999999,36789.505549999994,106471.55654466277,0.0,15820.502855654684,12206.608317152459,13291.736406160557,3634.320909935706,4309.875349855527,75803.58871496092,0.0,75803.58871496092,2.2737367544323206e-13,0.0,5000.0,4509.011478033994
2025-01-24,80339.5357,40510.12255,60057.34936939291,0.0,11070.393673961915,8440.55694049388,17598.099485924882,4309.875349855527,4894.833055872488,37570.525596503954,0.0,37570.525596503954,2.2737367544323206e-13,0.0,5000.0,3121.525488336038
2025-01-25,80632.06428333333,42192.488816666664,58266.13655678555,0.0,9602.168671602893,9039.352124020092,19263.744542536082,4894.833055872488,3493.060278070547,36637.61085645845,0.0,36637.61085645845,2.2737367544323206e-13,0.0,5000.0,3091.672101748975
2025-01-26,126385.04864999998,38686.05861666666,104313.53281446782,0.0,15420.750395452891,12357.054427204108,13550.846812885724,3493.060278070547,3641.675159306915,73444.83950677508,0.0,73444.83950677508,2.2737367544323206e-13,0.0,5000.0,4476.5425
2025-01-27,125642.95023333334,41448.033449999995,104332.64276280234,0.0,14419.18871486074,11761.360570414097,17479.897835022377,3641.675159306915,3550.76659111036,73031.91394210877,0.0,73031.91394210877,2.2737367544323206e-13,0.0,5000.0,4528.5695
2025-01-28,126496.61093333332,39516.211566666665,103323.50451574728,0.0,15991.928358302273,12977.298629342864,13328.47542012121,3550.76659111036,3524.2814143125543,72366.62153907734,0.0,72366.62153907734,2.2737367544323206e-13,0.0,5000.0,4561.73
2025-01-29,125425.44486666664,44040.24381666666,100368.75087841178,0.0,14261.86510511797,11220.784701185828,15942.46942447964,3524.2814143125543,3892.421452045585,71574.12207523629,0.0,71574.12207523629,2.2737367544323206e-13,0.0,5000.0,4487.37
2025-01-30,126011.04994999999,42268.46716666667,95879.80455997254,0.0,15210.36074030262,13150.88965711571,10077.7506934523,3892.421452045585,2969.6464993004865,68326.7826183759,0.0,68326.7826183759,2.2737367544323206e-13,0.0,5000.0,4590.91
2025-01-31,80009.91998333333,41245.59693333333,53047.259704241704,0.0,12361.536503943462,9248.635192089067,11170.035342387308,2969.6464993004865,3818.7680283061995,33330.06846203612,0.0,33330.06846203612,1.1368683772161603e-13,0.0,5000.0,3424.7697999999996
2025-02-01,76305.20628333333,41927.03034999999,42490.69342420352,0.0,15270.667808928269,13398.74303240467,6240.592714346587,3818.7680283061995,2674.8767981142305,24442.222713106923,0.0,24442.222713106923,1.1368683772161603e-13,0.0,5000.0,3312.25
2025-02-02,121705.97265000001,43349.6947,76298.4909201812,3931.527542200668,16612.153743774023,14783.233650759765,44.820419367614136,2674.8767981142305,1200.0,49126.338987556635,22181.881845430446,71308.22083298708,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-02-03,122603.76899999999,42386.85249999999,84506.40542879507,205.85851478566457,22327.716948855825,18028.623719323266,196.254214048182,1200.0,1263.141121388847,54074.3971082896,995.2105944172267,55069.60770270683,2.2737367544323206e-13,0.0,5000.0,4969.833653553849
2025-02-04,121578.09884999998,40383.234899999996,97329.73984308411,0.0,21082.102799927532,15128.931288826081,10181.704381982667,1263.141121388847,3427.1099870724192,65521.832419781225,0.0,65521.832419781225,2.2737367544323206e-13,0.0,5000.0,4531.857442112929
2025-02-05,121991.08443333332,41242.65745,91985.29067823448,0.0,19337.42517668908,15699.896840152785,7599.335358364851,3427.1099870724192,3386.462823700612,62232.40099941514,0.0,62232.40099941514,2.2737367544323206e-13,0.0,5000.0,4364.8371
2025-02-06,122252.16269999999,41981.10548333333,95483.31942518623,0.0,20039.501558636395,16150.754111344653,11323.514761227838,3386.462823700612,3476.7318805348677,62922.19475279222,0.0,62922.19475279222,2.2737367544323206e-13,0.0,5000.0,4592.250532144469
2025-02-07,76168.59693333333,44362.91726666666,42028.13206289779,0.0,16139.313475793166,13793.514922699847,7876.653843137811,3476.7318805348677,2675.986316859998,23876.50041575222,0.0,23876.50041575222,2.2737367544323206e-13,0.0,5000.0,3216.2246999999998
2025-02-08,75746.78751666666,44169.6248,40385.63498487337,0.0,16140.853568692264,13470.325580988578,6137.944280503021,2675.986316859998,2235.726105362396,22877.857644839118,0.0,22877.857644839118,1.1368683772161603e-13,0.0,5000.0,3114.9713
2025-02-09,121547.90356666665,41992.48759999999,76152.80106148406,5756.193743691441,17206.401097622846,14869.33838390066,16.516124786659816,2235.726105362396,1200.0,48537.11066382842,30074.249816480835,78611.36048030926,2.2737367544323206e-13,0.0,5000.0,4955.960471699519
2025-02-10,121477.56451666665,47150.926933333336,83456.78729307969,0.0,20886.365247046462,16598.391802424492,4842.176265124384,1200.0,1555.071164092383,53448.71276744608,0.0,53448.71276744608,2.2737367544323206e-13,0.0,5000.0,4779.1893677064
2025-02-11,121441.28161666666,46220.68448333333,82607.97664102391,128.36935538792568,20312.165975839325,15950.291786996859,3153.8746742360295,1555.071164092383,2113.474112351267,54932.97566085495,619.2996038328208,55552.27526468777,2.2737367544323206e-13,0.0,5000.0,4428.8408
2025-02-12,121363.85288333331,46097.116749999994,81002.89228146282,0.0,20631.8383230639,16612.866429297694,1717.184254363271,2113.474112351267,2223.3881261113465,53167.69551191483,0.0,53167.69551191483,2.2737367544323206e-13,0.0,5000.0,4527.263580866811
2025-02-13,121310.28371666666,49980.80469999999,80731.6577952294,0.0,17917.528862430245,14330.667822172918,5815.3177383054135,2223.3881261113465,2426.199855439768,53279.45593618993,0.0,53279.45593618993,2.2737367544323206e-13,0.0,5000.0,4504.7293
2025-02-14,75872.63795,46070.83613333333,35313.54806965956,0.0,17861.34957024174,15140.024659904151,2790.4213426553047,2426.199855439768,1679.1648465416083,18636.93148432229,0.0,18636.93148432229,1.1368683772161603e-13,0.0,5000.0,3358.6035
2025-02-15,76054.55224999998,46774.461149999996,35173.44568174635,452.08034012052013,18032.16055754458,15037.29841349856,3350.5727778208493,1679.1648465416083,1200.0,18440.47763044465,972.9006227946552,19413.378253239305,5.684341886080802e-14,0.0,4931.552164930445,3283.8999999999996
2025-02-16,121276.97728333333,45899.59818333333,76949.76352428284,2734.836510558181,21821.850134633492,17675.698609053128,161.06940926066727,1200.0,1200.0,47546.96360811672,15658.381612500265,63205.34522061698,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-02-17,120960.37281666664,49776.50965,82915.55253423739,0.0,19996.636123402768,15983.101578559752,7718.154822727716,1200.0,1437.9707571072129,51712.991714449214,0.0,51712.991714449214,2.2737367544323206e-13,0.0,5000.0,4876.478778515331
2025-02-18,121331.27123333333,49239.883449999994,78868.30411966406,9.81642015399325,22595.430247269236,17783.85952761091,1975.1620368263893,1437.9707571072129,2014.01406008184,49123.03747565138,45.980112001304384,49169.017587652685,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-02-19,121866.79411666666,48987.46673333332,76415.39731275431,816.9857870460501,22106.88621967261,18615.769731890523,861.9392286849459,2014.01406008184,1226.023066797731,47689.34285299273,4063.338454297299,51752.68130729003,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-02-20,121105.25703333333,50112.12329999999,78182.37700099559,7.216054377917203,22678.175790555106,17845.65682026088,2363.9403517459414,1226.023066797731,1807.873700229679,48658.79189424313,33.79999870616418,48692.59189294929,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-02-21,75802.00203333332,50241.73999999999,34516.20334082797,0.0,17665.849687174457,14467.752997496867,5757.844617817049,1807.873700229679,1631.8573103568338,17972.197966459444,0.0,17972.197966459444,1.1368683772161603e-13,0.0,4971.329364723657,3210.228
2025-02-22,75682.24226666667,47837.47938333333,34032.37858488669,244.09741499388596,17828.149187713996,14829.47242136949,3433.0363502027376,1631.8573103568338,1200.0,17741.721725551535,521.8802732569281,18263.601998808463,1.1368683772161603e-13,0.0,5000.0,3181.83
2025-02-23,121142.14093333331,49610.287249999994,76471.63105782546,0.0,22665.766557431074,18313.300901335995,587.3117183970568,1200.0,1251.0777890924182,47252.42363582793,0.0,47252.42363582793,2.2737367544323206e-13,0.0,5000.0,4877.241922116288
2025-02-24,120628.98855000001,52425.95493333333,76383.01994468298,0.0,20160.01720255946,16257.421387346852,4277.390512803707,1251.0777890924182,1331.2917298994225,47741.04454896538,0.0,47741.04454896538,1.1368683772161603e-13,0.0,5000.0,4969.612857351715
2025-02-25,121093.33288333332,55272.00965,77200.72955290685,21.25951816542829,20589.564965917954,16332.67486444565,7143.775736266647,1331.2917298994225,1714.4836831748655,47983.70430142667,94.54315754128203,48078.24745896795,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-02-26,121060.73411666666,52245.886083333324,71364.23309370625,1165.7296745641868,21040.460216143212,17337.631270505328,12.285789299215935,1714.4836831748655,1386.8631326978348,44149.976162092455,7087.067666694443,51237.0438287869,1.1368683772161603e-13,0.0,5000.0,4886.6286
2025-02-27,120599.48893333333,53642.90473333333,73710.93869077547,678.4253312450583,23319.495857905134,18556.19988675131,2669.483850866701,1386.8631326978348,1756.4095306443337,45309.22266926659,3278.046190396866,48587.26885966346,2.2737367544323206e-13,0.0,5000.0,4982.81587515654
2025-02-28,75385.10794999999,52092.5144,32881.88518607519,12.242557684225126,17084.451224899374,14170.183978535097,6687.266947395143,1756.4095306443337,1387.7667680147808,17044.395578027616,64.8258220120979,17109.221400039714,5.684341886080802e-14,0.0,5000.0,3125.8428
2025-03-01,72244.16015,48585.39421666665,33267.483359778445,178.7453796389581,16514.179848057516,13545.475768139888,6818.758726166447,1387.7667680147808,1200.0,17278.988953817243,382.1576216680924,17661.146575485334,1.1368683772161603e-13,0.0,5000.0,2873.681
2025-03-02,117860.41708333332,45502.11001666666,69728.78645997566,6379.434952427477,19012.497346044365,15400.122850295938,137.53984998804071,1200.0,1200.0,42604.99290453372,34323.431032195826,76928.42393672955,1.1368683772161603e-13,0.0,5000.0,4754.956309613399
2025-03-03,117958.74559999998,45941.59896666666,74763.810141606,1910.6964953752283,22599.865736898933,18279.38689637855,336.8811631275121,1200.0,1229.4492783439853,47299.76630585577,10642.033835016704,57941.80014087247,1.1368683772161603e-13,0.0,5000.0,4799.583
2025-03-04,118139.02498333331,48939.56704999999,79408.39818194424,0.0,21284.36733220531,16772.93018145705,5697.503097862649,1229.4492783439853,1748.7907868209293,49535.20012709808,0.0,49535.20012709808,2.2737367544323206e-13,0.0,5000.0,4964.63669595527
2025-03-05,118073.44383333332,51942.971816666664,73195.84389757924,3.814107845033959,21446.226899028938,17558.177497658937,3181.136587387614,1748.7907868209293,1541.308887437043,45365.98851425067,17.80038832431535,45383.78890257498,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-03-06,117673.59855,51732.944416666665,73399.6943508086,42.94027471172564,21378.955026779466,17443.434445812018,3566.4599112195306,1541.308887437043,1400.7745828585453,45361.59438031813,91.03338309010772,45452.627763408236,1.1368683772161603e-13,0.0,5000.0,4634.6738
2025-03-07,71680.36145,50758.07591666666,32012.14106296106,0.0,15856.366967786747,12890.427699676791,8123.916261517772,1400.7745828585453,1348.807409781292,16554.809973223928,0.0,16554.809973223928,1.1368683772161603e-13,0.0,5000.0,2779.7824
2025-03-08,72344.71158333334,53281.572066666675,30171.28047179335,732.3615589099263,16358.748051957606,13384.512590888831,8866.26705296783,1348.807409781292,1200.0,15503.967665963306,2601.2101354442475,18105.177801407553,1.1368683772161603e-13,0.0,5000.0,2787.7660000000005
2025-03-09,117692.9865,54359.46145,68288.52699205236,800.1341011241325,21795.50105988939,17638.33959433982,1597.9745776269228,1200.0,1217.7958490784335,41686.072107022315,4023.8657963107767,45709.93790333309,2.2737367544323206e-13,0.0,5000.0,4684.99
2025-03-10,117943.06436666666,49900.99291666667,71717.61876927395,565.3962887265482,21461.106662897946,17325.728257427927,105.56520253048006,1217.7958490784335,1281.98267076666,44911.98290963624,3457.388628957742,48369.37153859398,2.2737367544323206e-13,0.0,5000.0,4933.3973000000005
2025-03-11,117499.55295,53560.63415,73619.86980560338,0.0,21004.079062424604,16237.609765231173,4914.481708409955,1281.98267076666,2143.8651989141626,45129.60910142693,0.0,45129.60910142693,2.2737367544323206e-13,0.0,5000.0,4729.3891
2025-03-12,118112.23683333333,55676.70215,66395.9458833065,321.05531627348944,20478.124488275153,17424.54651277439,1227.8885407458902,2143.8651989141626,1213.5700019458118,40698.17255653463,1458.0566312705048,42156.22918780513,1.1368683772161603e-13,0.0,5000.0,4773.84
2025-03-13,118237.27704999999,50691.65903333333,67684.19797385478,3598.7197246652468,18902.07696886209,15196.851448255078,32.074161246351764,1213.5700019458118,1340.0487758604966,41302.79678808018,21420.431583523245,62723.22837160343,2.2737367544323206e-13,0.0,5000.0,4976.26
2025-03-14,72108.86895,56079.44296666666,31158.342904117926,0.0,15959.22659477112,12187.501653590381,11357.191979603855,1340.0487758604966,2161.6842071651886,16385.755577216503,0.0,16385.755577216503,1.1368683772161603e-13,0.0,5000.0,2980.29
2025-03-15,72724.98178333332,51800.85663333333,28324.307432181784,1220.8471274620483,14501.289498230137,12611.56028001508,6731.300191428776,2161.6842071651886,1200.0,14696.007507500244,4105.118728146177,18801.12623564642,1.1368683772161603e-13,0.0,4695.822878185955,2964.0443
2025-03-16,117983.21598333331,54632.16905,69529.23224316844,719.7359651861916,20500.105459786933,16605.08542242742,3002.9012376617898,1200.0,1200.0,42162.37790272282,4797.273016795316,46959.65091951814,2.2737367544323206e-13,0.0,5000.0,5000.0
2025-03-17,117693.6218,59835.49036666667,69615.27523719706,0.0,18990.159520528563,14847.254047370727,7614.238330705899,1200.0,1794.19462695267,42513.984054208675,0.0,42513.984054208675,2.2737367544323206e-13,0.0,5000.0,4751.295378032539
2025-03-18,117253.42358333334,56127.46521666667,69652.73547646868,0.0,21211.44478715674,17148.39829908072,4463.730621725989,1794.19462695267,1830.7190475262707,43355.120486871485,0.0,43355.120486871485,2.2737367544323206e-13,0.0,5000.0,4809.182499999999
2025-03-19,117281.55799999999,57816.08755,63401.557999377736,101.55010791567214,21262.612689592814,17635.972309808367,410.99727750896136,1830.7190475262707,1371.5456794838449,38819.803174377215,483.2993395243433,39303.10251390156,2.2737367544323206e-13,0.0,5000.0,4940.67
2025-03-20,117648.38173333334,55439.41991666665,62007.89364317169,3785.8707378987947,17901.599456021424,14351.411795701668,34.614904084065984,1371.5456794838449,1536.9720835679395,37876.09291631295,22920.774286920645,60796.86720323359,1.1368683772161603e-13,0.0,5000.0,4962.09
2025-03-21,72593.53221666667,60560.0677,29973.453563157556,0.0,15259.72871628527,12171.294549963139,14851.554880168758,1536.9720835679395,1747.0673171545277,15716.831266393572,0.0,15716.831266393572,1.1368683772161603e-13,0.0,4945.734345381603,2968.95
2025-03-22,71936.92953333333,56055.72979999999,28436.899723384835,162.50047953617448,14758.76342957627,12446.958963395851,10406.396003407259,1747.0673171545277,1200.0,14632.615893660015,347.42602524834103,14980.041918908357,5.684341886080802e-14,0.0,4977.0931521703715,2808.2517
2025-03-23,117739.97726666667,58970.25715,65013.60138139076,138.03771224337964,21104.313824606965,17094.494197931643,2372.0993502921597,1200.0,1200.0,39421.836462528176,782.385720756485,40204.22218328466,2.2737367544323206e-13,0.0,5000.0,4906.1392
2025-03-24,117425.17061666667,59426.67353333333,64959.52457120874,39.43607986576626,20596.10503237588,16682.84507622447,3087.203611589773,1200.0,1200.0,39450.674669553584,84.2662758392978,39534.94094539288,2.2737367544323206e-13,0.0,5000.0,4749.924727411052
2025-03-25,118053.16781666667,57103.043099999995,65625.34035517939,269.7035487181941,21592.220982369232,17371.371839272368,724.0700441340545,1200.0,1331.4746182741221,40620.05920361326,1071.5564355896431,41691.6156392029,2.2737367544323206e-13,0.0,5000.0,4799.475036220978
2025-03-26,117704.62780000002,62112.07293333332,66435.84945316243,0.0,20302.1962812852,16053.777930671697,6594.876235882278,1331.4746182741221,1765.9202373511419,40493.061540458155,0.0,40493.061540458155,2.2737367544323206e-13,0.0,5000.0,4727.602500000001
2025-03-27,117952.59836666666,59235.60896666666,60124.755219632716,2006.679177116835,18269.876110575588,15142.685213473525,287.25409964749997,1765.9202373511419,1383.6029441208102,36898.69110457125,12189.851239547446,49088.542344118694,2.2737367544323206e-13,0.0,5000.0,4600.3525
2025-03-28,71891.76726666666,61069.8865,29225.69339290533,0.0,15181.002526735863,11921.906946043971,15144.717045546773,1383.6029441208102,1799.9419448008937,15106.832087884155,0.0,15106.832087884155,1.1368683772161603e-13,0.0,5000.0,2903.24
2025-03-29,72118.27746666667,64411.06828333333,27569.61975640823,590.8383880515737,14295.83826830267,12119.57674764597,18276.98744046977,1799.9419448008937,1200.0,13964.137197375136,2231.3118806138264,16195.449077988962,5.684341886080802e-14,0.0,5000.0,2893.47
2025-03-30,117994.70584999998,62649.086149999996,61295.894209493395,0.0,21936.88715956241,17639.76783165143,1653.1551815824123,1200.0,1343.45640843792,36950.34400036464,0.0,36950.34400036464,2.2737367544323206e-13,0.0,5000.0,4569.474799999999
2025-03-31,117075.66561666667,60124.27613333333,60993.095594397004,852.4308734719136,19518.347393551732,15614.366446067474,990.1560370513247,1343.45640843792,1560.6730114483962,36899.00241089717,5683.451802387745,42582.45421328492,1.1368683772161603e-13,0.0,5000.0,4776.2825
2025-04-01,117967.14629999998,57758.29478333333,62232.36777979165,1509.050639793502,18914.496850306532,15470.046995920926,88.11704853288666,1560.6730114483962,1394.77907014547,37898.29232648913,10004.733762158057,47903.02608864719,1.1368683772161603e-13,0.0,5000.0,4530.318
2025-04-02,117986.62945000001,57551.29405,65762.4248082054,2004.4897110716133,21202.843084402615,17138.428754210094,3267.164789084487,1394.77907014547,1434.6392303188286,39425.162634102235,10115.05080705991,49540.213441162145,2.2737367544323206e-13,0.0,5000.0,4730.4775
2025-04-03,117884.45609999998,62020.92583333333,62307.30661288014,0.0,19313.712543729373,15706.65986954818,2836.7236720322735,1434.6392303188286,1365.136220177284,38225.13345247884,0.0,38225.13345247884,2.2737367544323206e-13,0.0,5000.0,4677.277500000001
2025-04-04,71735.75181666666,65304.94956666666,28029.408131868353,0.0,14562.53789497017,11600.36544251518,18636.433429413362,1365.136220177284,1582.1253895224606,14171.106818823486,0.0,14171.106818823486,1.1368683772161603e-13,0.0,5000.0,3021.02
2025-04-05,72602.74256666665,60558.62758333333,27198.188570924634,460.5149989991805,13889.681790470037,11594.55510085095,13319.461896971392,1582.1253895224606,1200.0,13706.33811105871,1170.7464715400713,14877.084582598782,5.684341886080802e-14,0.0,4916.925943798087,2903.5064
2025-04-06,117205.43058333332,62795.354316666664,59754.442515801216,0.0,21312.362619413307,16870.652820950058,902.6564506713027,1200.0,1635.9565564163618,36348.23327077912,0.0,36348.23327077912,2.2737367544323206e-13,0.0,5000.0,4635.19
2025-04-07,117015.14203333334,63772.422750000005,59439.958554840196,0.0,19905.43822592778,16237.428587337594,2529.2296329166747,1635.9565564163618,1509.2636404873747,35681.01445969762,0.0,35681.01445969762,1.1368683772161603e-13,0.0,5000.0,4410.1141
2025-04-08,117713.29026666663,63360.09665,59053.09842787564,771.5435898072999,21109.594215585923,17366.614638862513,1728.4688242928619,1509.2636404873747,1211.6599468896904,35637.95972931319,4055.176200203981,39693.13592951717,2.2737367544323206e-13,0.0,5000.0,4479.03
2025-04-09,117677.52253333334,58543.21151666666,62023.378622442666,1604.4143093227901,19480.539673289844,15713.9103619533,726.8526037622463,1211.6599468896904,1284.2452506802144,37216.87083867182,9649.205331365749,46866.07617003757,2.2737367544323206e-13,0.0,5000.0,4497.9315
2025-04-10,117668.70068333333,63208.062783333335,62854.176298225866,207.39752659605938,19779.697570511657,15702.298517426563,4523.536871736837,1284.2452506802144,1638.9747114445195,37917.34349329605,1013.588228119489,38930.93172141554,2.2737367544323206e-13,0.0,5000.0,4601.8015
2025-04-11,72091.99674999999,66775.34658333333,27345.954080880987,0.0,13949.006832422316,11460.14092347892,19540.438005270928,1638.9747114445195,1459.5909456480258,13857.557305243234,0.0,13857.557305243234,1.1368683772161603e-13,0.0,4844.765623287903,2958.92
2025-04-12,71957.17576666665,62932.01521666666,27121.729586463345,52.35083356310133,13308.247339785534,11013.312196309507,15853.984726550418,1459.5909456480258,1200.0,13670.807037810848,111.92608215791064,13782.733119968758,5.684341886080802e-14,0.0,4999.242418534441,2856.9236
2025-04-13,117283.0622,63006.70371666667,56784.35692742263,1439.7157495666158,20004.088256908224,16073.2089044934,16.83484124109839,1200.0,1344.5584262247344,34308.44736675443,9051.236193698585,43359.68356045301,2.2737367544323206e-13,0.0,5000.0,4493.88
2025-04-14,117901.37268333332,65373.34088333333,58336.6922874478,0.0,20772.580587615386,16650.952719942692,1687.0326197751074,1344.5584262247344,1538.8223773644686,34965.59682178084,0.0,34965.59682178084,2.2737367544323206e-13,0.0,5000.0,4555.9
2025-04-15,117056.90516666663,66917.47633333332,57354.0163342201,0.0,19710.161887878858,16125.448724742506,3629.874337750415,1538.8223773644686,1360.8028267415534,34399.16751342428,0.0,34399.16751342428,2.2737367544323206e-13,0.0,5000.0,4506.4415
2025-04-16,117924.88506666667,62145.29311666667,56376.29946099412,2717.1639918734118,18134.917040408407,14821.045537540871,0.0,1360.8028267415534,1214.3997880636994,34075.75832464853,15626.030183601748,49701.788508250276,2.2737367544323206e-13,0.0,4991.050878694271,4383.19
2025-04-17,117487.04263333333,64618.700283333324,61748.14324411563,143.57400609482335,20429.161079221307,16176.586621481194,4770.800442470341,1214.3997880636994,1626.6596243837744,36560.68237757725,941.2982406200392,37501.98061819729,2.2737367544323206e-13,0.0,5000.0,4505.26
2025-04-18,71490.16935,65136.05216666666,25886.90856344488,123.79291158549447,13401.159658501323,10757.748090021087,17013.1727232168,1626.6596243837744,1734.6498836781977,13002.113881656274,508.02240249342213,13510.136284149696,5.684341886080802e-14,0.0,4671.101603839269,2851.56
