日期,小区负载电量_kWh,光伏实际电量_kWh,计划购电量_kWh,紧急购电量_kWh,充电量_kWh,放电量_kWh,弃光量_kWh,0:00储电量_kWh,24:00储电量_kWh,计划购电费_元,紧急购电费_元,总购电费_元,最大电能平衡残差_kWh,最大SOC递推残差_kWh,最大充电功率_kW,最大放电功率_kW,求解状态
2025-01-15,126963.89896666666,36893.55603333333,94885.29059032921,0.0,25341.82977366255,20526.882116666668,0.0,6000.0,6000.000000000002,60654.52225891403,0.0,60654.52225891403,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-16,126807.76418333333,37733.612733333335,93784.07180617284,0.0,24789.054506172837,20079.134149999998,0.0,6000.0,6000.000000000001,59897.96464273611,0.0,59897.96464273611,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-17,80876.07620000001,38186.962733333334,46660.0965973251,0.0,20899.91121399177,16928.928083333332,0.0,6000.0,6000.000000000004,24151.477066522777,0.0,24151.477066522777,1.1368683772161603e-13,0.0,5000.0,3745.2124999999996,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-18,81208.0575,37965.54848333333,47133.6517781893,0.0,20479.698744855967,16588.555983333332,0.0,6000.0,6000.000000000002,24499.984406913518,0.0,24499.984406913518,1.1368683772161603e-13,0.0,5000.0,3727.185,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-19,126210.84621666666,37527.70675,93497.81931748969,0.0,25340.420267489706,20525.740416666664,0.0,6000.0,6000.000000000001,59564.853651013414,0.0,59564.853651013414,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-20,126565.66615,38498.5896,92792.18694876542,0.0,24869.00209876543,20143.8917,0.0,6000.0,6000.0,59077.18768872321,0.0,59077.18768872321,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-21,125750.14588333332,42274.24119999999,88150.62883744856,0.0,24603.81133744856,19929.087183333337,0.0,6000.0,6000.0,55609.7261103474,0.0,55609.7261103474,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-22,126679.58854999999,37780.82418333333,93694.33326296296,0.0,25239.836296296293,20444.2674,0.0,6000.0,6000.0,59545.65556482129,0.0,59545.65556482129,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-23,126355.43114999999,36789.505549999994,94311.85542078188,0.0,24978.578004115225,20232.648183333335,0.0,6000.0,6000.000000000002,59864.32411290874,0.0,59864.32411290874,2.2737367544323206e-13,0.0,5000.000000000001,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-24,80339.53570000001,40510.12255,43882.746483333336,0.0,21333.333333333332,17280.0,0.0,6000.0,6000.000000000002,22620.421427091667,0.0,22620.421427091667,1.1368683772161603e-13,0.0,5000.0,3637.2875,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-25,80632.06428333334,42192.488816666664,42454.44430473251,0.0,21130.88862139918,17116.019783333333,0.0,6000.0,5999.999999999999,22026.390199955844,0.0,22026.390199955844,1.1368683772161603e-13,0.0,5000.0,3680.715,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-26,126385.04864999998,38686.05861666666,92429.38073148148,0.0,24896.79314814815,20166.40245,0.0,6000.0,6000.000000000003,58327.183679966474,0.0,58327.183679966474,1.8189894035458565e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-27,125642.95023333332,41448.03345,88913.25011666665,0.0,24833.333333333332,20115.0,0.0,6000.0,6000.0,55757.136742143324,0.0,55757.136742143324,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-28,126496.61093333333,39516.211566666665,91705.84946666667,0.0,24870.789999999997,20145.3399,0.0,6000.0,6000.0,57885.75753343833,0.0,57885.75753343833,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-29,125425.44486666666,44040.24381666666,85922.8607366255,0.0,23882.419403292177,19344.759716666667,0.0,6000.0,6000.000000000002,53480.99203729096,0.0,53480.99203729096,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-30,126011.04995,42268.46716666666,88379.69341152263,0.0,24405.845411522634,19768.734783333333,0.0,6000.0,6000.000000000001,55776.294636459075,0.0,55776.294636459075,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-01-31,80009.91998333334,41245.59693333333,42735.17722304526,0.0,20899.232489711932,16928.378316666665,0.0,6000.0,6000.0000000000055,21920.54860819623,0.0,21920.54860819623,1.1368683772161603e-13,0.0,5000.0,3552.155,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-01,76305.20628333333,41927.03035,38118.750153292174,0.0,19687.232736625516,15946.658516666666,0.0,6000.0,6000.000000000002,19758.970907472758,0.0,19758.970907472758,1.1368683772161603e-13,0.0,5000.0,3312.25,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-02,121705.97265,43349.69469999999,82850.75756028807,0.0,23655.155843621396,19160.67623333333,0.0,6000.0,6000.000000000002,51624.00166161489,0.0,51624.00166161489,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-03,122603.769,42386.85249999999,84738.34209794237,0.0,23796.97683127572,19275.55123333333,0.0,6000.0,6000.000000000003,52913.519604326684,0.0,52913.519604326684,1.7053025658242404e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-04,121578.09884999998,40383.2349,85886.57458497942,0.0,24693.213868312756,20001.503233333333,0.0,6000.0,6000.000000000004,53862.47241810629,0.0,53862.47241810629,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-05,121991.08443333334,41242.65745,85326.53203641975,0.0,24095.289753086417,19517.1847,0.0,6000.0,6000.000000000001,53226.510077463885,0.0,53226.510077463885,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-06,122252.1627,41981.10548333333,84904.19486666666,0.0,24384.934999999998,19751.79735,0.0,6000.0,6000.000000000001,52920.926524869996,0.0,52920.926524869996,1.1368683772161603e-13,0.0,5000.000000000001,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-07,76168.59693333332,44362.91726666666,37301.77925658436,0.0,19807.173806584367,16043.810783333332,1732.7365666666628,6000.0,6000.0,19281.98641668218,0.0,19281.98641668218,1.1368683772161603e-13,0.0,5000.0,3216.2246999999998,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-08,75746.78751666666,44169.6248,36149.9894255144,0.0,18862.86495884773,15278.920616666666,988.8823666666688,6000.0,6000.000000000002,18716.962525502102,0.0,18716.962525502102,2.8705926524708048e-12,0.0,5000.0,3114.9713,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-09,121547.90356666666,41992.48759999999,84164.65257839505,0.0,24259.14006172839,19649.903449999998,0.0,6000.0,6000.0,52321.89858070111,0.0,52321.89858070111,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-10,121477.56451666665,47150.92693333333,78754.46615202674,0.0,23304.360887860083,18876.53231916667,0.0,6000.0,6000.000000000002,48580.478000605784,0.0,48580.478000605784,1.7053025658242404e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-11,121441.28161666667,46220.68448333333,79653.054687,0.0,23328.723966666665,18896.266412999998,0.0,6000.0,6000.000000000002,49400.79003884996,0.0,49400.79003884996,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-12,121363.85288333334,46097.116749999994,79728.79091229217,0.0,23484.498836625517,19022.444057666668,0.0,6000.0,5999.999999999999,49579.93238381816,0.0,49579.93238381816,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-13,121310.28371666666,49980.80469999999,75732.75893580247,0.0,23175.157469135796,18771.877549999997,0.0,6000.0,6000.000000000001,46458.950858412834,0.0,46458.950858412834,2.2737367544323206e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-14,75872.63794999999,46070.83613333333,35461.096156790125,0.0,18519.266790123456,15000.606099999997,2140.633649999999,6000.0,6000.000000000003,18353.92223435037,0.0,18353.92223435037,2.2737367544323206e-13,0.0,5000.0,3358.6035,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-15,76054.55225,46774.46115,35408.19319670781,0.0,18099.82226337449,14660.856033333333,2689.1358666666715,6000.0,6000.000000000006,18391.79908877815,0.0,18391.79908877815,9.322320693172514e-12,0.0,5000.0,3283.8999999999996,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-16,121276.97728333331,45899.59818333333,79784.84820833334,0.0,23197.205833333337,18789.736725000002,0.0,6000.0,6000.0000000000055,49255.77292625416,0.0,49255.77292625416,4.320099833421409e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-17,120960.37281666666,49776.50964999999,75551.92707839506,0.0,22989.810061728393,18621.74615,0.0,6000.0,6000.0,46165.47320020266,0.0,46165.47320020266,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-18,121331.27123333333,49239.883449999994,76516.32402233333,0.0,23289.138099999996,18864.201861,0.0,6000.0,6000.0,46872.60267735722,0.0,46872.60267735722,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-19,121866.79411666666,48987.466733333335,77312.77026116668,0.0,23333.909883333334,18900.4670055,0.0,6000.0,6000.000000000002,47747.74807026143,0.0,47747.74807026143,1.5916157281026244e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-20,121105.25703333333,50112.12329999999,75284.12561893003,0.0,22584.167818930044,18293.175933333332,0.0,6000.0,6000.000000000002,46140.41701296883,0.0,46140.41701296883,1.5916157281026244e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-21,75802.00203333332,50241.74,34203.35629794239,0.0,17883.01016460905,14485.238233333333,5245.3223333333335,6000.0,5999.999999999998,17456.796932609257,0.0,17456.796932609257,7.389644451905042e-13,0.0,5000.0,3210.228,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-22,75682.24226666667,47837.47938333333,34304.39170514403,0.0,17560.124588477363,14223.700916666665,3123.2051500000007,6000.0,6000.0,17670.66426709364,0.0,17670.66426709364,2.2737367544323206e-13,0.0,5000.0,3181.83,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-23,121142.14093333333,49610.287249999994,75879.23237716049,0.0,22880.940493827162,18533.5618,0.0,6000.0,6000.000000000002,46347.115263186235,0.0,46347.115263186235,1.7053025658242404e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-24,120628.98854999998,52425.954933333334,72455.7649755144,0.0,22382.7966255144,18130.065266666665,0.0,6000.0,6000.000000000001,44260.517889688286,0.0,44260.517889688286,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-25,121093.33288333332,55272.00965,69963.59451893004,0.0,21801.427818930046,17659.156533333335,0.0,6000.0,6000.000000000002,42744.70436229883,0.0,42744.70436229883,1.4779288903810084e-12,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-26,121060.73411666666,52245.88608333333,73051.7041063786,0.0,22299.242489711934,18062.386416666668,0.0,6000.0,6000.0,44493.955400694584,0.0,44493.955400694584,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-27,120599.48893333334,53642.90473333333,71295.69138847735,0.0,22837.40625514403,18498.299066666666,0.0,6000.0,6000.0,43958.97476370339,0.0,43958.97476370339,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-02-28,75385.10795,52092.51439999999,33066.97930514403,0.0,17216.8179218107,13945.622516666668,6503.190349999997,6000.0,6000.0,16908.656253755304,0.0,16908.656253755304,4.547473508864641e-13,0.0,5000.0,3125.8428,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-01,72244.16014999998,48585.39421666667,31761.184128806584,0.0,16498.768106995885,13364.002166666665,4967.652255144032,6000.0,6000.000000000002,16474.82802527422,0.0,16474.82802527422,3.979039320256561e-13,0.0,5000.0,2873.681,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-02,117860.41708333333,45502.110016666666,76899.62196117284,0.0,23901.65733950617,19360.342444999995,0.0,6000.0,6000.000000000001,47119.42583996161,0.0,47119.42583996161,2.2737367544323206e-13,0.0,5000.0,4799.2939,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-03,117958.7456,45941.59896666666,76455.76642216666,0.0,23361.156783333332,18922.536994500002,0.0,6000.0,6000.0,47074.32950029356,0.0,47074.32950029356,1.1368683772161603e-13,0.0,5000.0,4957.8463,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-04,118139.02498333334,48939.56705,73594.1394757716,0.0,23129.90285493827,18735.2213125,0.0,6000.0,6000.0,44684.76334995734,0.0,44684.76334995734,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-05,118073.44383333332,51942.971816666664,70403.03592345679,0.0,22487.178456790123,18214.614550000002,0.0,6000.0,6000.0,42698.19761432364,0.0,42698.19761432364,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-06,117673.59855,51732.944416666665,70201.85109465019,0.0,22427.352427983533,18166.155466666663,0.0,6000.0,6000.000000000003,42563.358236403845,0.0,42563.358236403845,1.1368683772161603e-13,0.0,5000.0,4685.75,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-07,71680.36145,50758.07591666667,30515.55733333333,0.0,16000.000000000002,12959.999999999996,6553.271799999999,6000.0,6000.000000000003,15759.921515528335,0.0,15759.921515528335,3.069544618483633e-12,0.0,5000.0,2779.7824,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-08,72344.71158333334,53281.57206666666,30849.246999999996,0.0,16000.000000000004,12960.0,8746.10748333333,6000.0,6000.0000000000055,15840.040295948334,0.0,15840.040295948334,1.5916157281026244e-12,0.0,5000.0,2787.7660000000005,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-09,117692.9865,54359.461449999995,67505.11242860083,0.0,21955.72304526749,17784.135666666665,0.0,6000.0,6000.000000000002,40918.96204784654,0.0,40918.96204784654,1.1368683772161603e-13,0.0,5000.0,4684.99,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-10,117943.06436666666,49900.99291666666,72193.89355473252,0.0,21851.69528806585,17699.873183333333,0.0,6000.0,6000.000000000002,43540.56016815212,0.0,43540.56016815212,1.1368683772161603e-13,0.0,5000.0,4933.3973000000005,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-11,117499.55295,53560.63415,68151.60794423867,0.0,22172.048127572012,17959.35898333333,0.0,6000.0,6000.000000000004,41108.339856562525,0.0,41108.339856562525,2.2737367544323206e-13,0.0,5000.0,4729.3891,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-12,118112.23683333333,55676.70215,66583.05862057614,0.0,21829.073353909458,17681.549416666665,0.0,6000.0,6000.000000000001,40254.33209753691,0.0,40254.33209753691,1.1368683772161603e-13,0.0,5000.0,4773.84,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-13,118237.27705,50691.65903333333,71714.23138312757,0.0,21940.070349794238,17771.45698333333,0.0,6000.0,6000.000000000003,43369.98645543226,0.0,43369.98645543226,1.1368683772161603e-13,0.0,5000.0,4976.26,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-14,72108.86895,56079.44296666667,29797.969450000004,0.0,15999.999999999996,12960.0,10728.543466666666,6000.0,6000.0,15290.543238074999,0.0,15290.543238074999,9.094947017729282e-13,0.0,5000.0,2980.29,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-15,72724.98178333332,51800.85663333333,30580.968799999995,0.0,16000.0,12959.999999999998,6616.843649999999,6000.0,6000.0,15690.03603018,0.0,15690.03603018,1.1368683772161603e-13,0.0,5000.0,3051.8942,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-16,117983.21598333333,54632.16905,67534.66638634156,0.0,22019.049752674895,17835.430299666667,0.0,6000.0,6000.000000000005,40559.71445867016,0.0,40559.71445867016,1.1368683772161603e-13,0.0,5000.0,5000.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-17,117693.6218,59835.490366666665,61920.60853230451,0.0,21381.45841563786,17318.981316666668,0.0,6000.0,6000.0,37256.24961675932,0.0,37256.24961675932,1.1368683772161603e-13,0.0,5000.0,4752.779100000001,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-18,117253.42358333332,56127.465216666664,65242.808000205754,0.0,21667.62965020576,17550.780016666668,0.0,6000.0,5999.999999999998,39284.67042704414,0.0,39284.67042704414,2.2737367544323206e-13,0.0,5000.000000000001,4809.182499999999,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-19,117281.55799999999,57816.08755,63589.131552263374,0.0,21703.47948559671,17579.81838333333,0.0,6000.0,6000.0000000000055,38292.69975361882,0.0,38292.69975361882,1.5916157281026244e-12,0.0,5000.0,4940.67,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-20,117648.38173333331,55439.41991666666,66322.04493868313,0.0,21647.805905349793,17534.72278333333,0.0,6000.0,6000.000000000002,39945.115383710865,0.0,39945.115383710865,2.2737367544323206e-13,0.0,5000.0,4962.09,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-21,72593.53221666666,60560.06769999999,29342.28328333333,0.0,16000.0,12960.0,14268.818766666662,6000.0,5999.999999999999,14859.575526866665,0.0,14859.575526866665,1.1368683772161603e-13,0.0,5000.0,2968.95,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-22,71936.92953333333,56055.7298,29118.46443333333,0.0,16000.000000000004,12959.999999999998,10197.264699999998,6000.0,6000.0,14721.50856912,0.0,14721.50856912,1.5916157281026244e-12,0.0,5000.0,2830.8751,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-23,117739.97726666665,58970.257150000005,62823.96558292181,0.0,21338.134032921807,17283.88856666666,0.0,6000.0,6000.000000000005,37602.779747540066,0.0,37602.779747540066,1.1368683772161603e-13,0.0,5000.0,4906.1392,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-24,117425.17061666667,59426.67353333333,62125.47424074073,0.0,21720.932407407407,17593.95525,0.0,6000.0,6000.0,37322.65741493889,0.0,37322.65741493889,1.1368683772161603e-13,0.0,5000.0,4834.11,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-25,118053.16781666665,57103.043099999995,65038.542883127564,0.0,21517.990349794236,17429.572183333334,0.0,6000.0,6000.0,39028.2746422792,0.0,39028.2746422792,1.1368683772161603e-13,0.0,5000.0,4801.155,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-26,117704.62779999999,62112.07293333333,59645.88819999999,0.0,21333.33333333333,17280.0,0.0,6000.0,6000.000000000002,35825.891056116656,0.0,35825.891056116656,1.1368683772161603e-13,0.0,5000.0,4727.602500000001,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-27,117952.59836666666,59235.60896666667,62782.36383086419,0.0,21396.707530864194,17331.3331,0.0,6000.0,6000.000000000004,37579.566514977036,0.0,37579.566514977036,1.5916157281026244e-12,0.0,5000.0,4600.3525,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-28,71891.76726666666,61069.8865,28590.554249999997,0.0,16000.000000000002,12959.999999999998,14728.673483333334,6000.0,6000.000000000003,14324.334863913333,0.0,14324.334863913333,2.8990143619012088e-12,0.0,5000.0,2903.24,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-29,72118.27746666667,64411.06828333333,28764.37406666666,0.0,16000.0,12960.000000000004,18017.16488333333,6000.0,6000.0,14549.743858856662,0.0,14549.743858856662,1.1368683772161603e-13,0.0,5000.0,2893.47,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-30,117994.70585,62649.086149999996,59444.9587419753,0.0,21575.46864197531,17476.1296,0.0,6000.0,6000.0,35453.303980412835,0.0,35453.303980412835,1.1368683772161603e-13,0.0,5000.0,4569.474799999999,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-03-31,117075.66561666667,60124.27613333333,60835.70197160493,0.0,20443.7499382716,16559.437449999998,0.0,6000.0,6000.000000000004,36378.77139161031,0.0,36378.77139161031,1.5916157281026244e-12,0.0,5000.0,4776.2825,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-01,117967.1463,57758.29478333333,64105.87067716049,0.0,20510.62716049383,16613.608,0.0,6000.0,6000.000000000003,37969.6231816637,0.0,37969.6231816637,1.7053025658242404e-12,0.0,5000.0,4632.2187,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-02,117986.62945,57551.29404999999,64488.66873333333,0.0,21333.333333333325,17280.0,0.0,6000.0,5999.999999999995,38224.948857384996,0.0,38224.948857384996,3.296918293926865e-12,0.0,5000.0,4730.4775,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-03,117884.45609999998,62020.92583333333,59938.64670123457,0.0,21447.981234567902,17372.864799999996,0.0,6000.0,6000.0,35928.448186044814,0.0,35928.448186044814,1.1368683772161603e-13,0.0,5000.0,4677.277500000001,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-04,71735.75181666667,65304.949566666655,27599.074266666667,0.0,16000.000000000002,12959.999999999998,18128.27201666667,6000.0,6000.000000000003,13643.616372631666,0.0,13643.616372631666,1.5916157281026244e-12,0.0,5000.0,3021.02,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-05,72602.74256666665,60558.62758333332,28008.27665,0.0,16000.0,12959.999999999998,12924.161666666665,6000.0,6000.000000000003,13996.047944378335,0.0,13996.047944378335,3.410605131648481e-13,0.0,5000.0,2926.2443,Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025-04-06,117205.43058333333,62795.354316666664,58379.05006522633,0.0,20889.335781893,16920.361983333336,0.0,6000.0,5999.999999999999,34860.37837279969,0.0,34860.37837279969,1.1368683772161603e-13,0.0,5000.0,4635.19,Optimization terminated successfully. (HiGHS Status 7: Optimal)
