日期,情景,计划购电量_kWh,调整购电量_kWh,紧急购电量_kWh,计划购电费_元,调整费用_元,紧急购电费_元,总费用_元,更新接受次数,更新拒绝次数,保持计划不可行次数,预计调整节省_元
2025-02-12,更新至6:00,85113.46721607202,85113.46721607202,3.330337500000269,53875.29364501324,0.0,15.5993008500011,53890.89294586324,0,1,0,0.0
2025-02-12,更新至12:00,85113.46721607202,85113.46721607202,3.330337500000269,53875.29364501324,0.0,15.5993008500011,53890.89294586324,0,2,0,0.0
2025-02-12,更新至18:00,85113.46721607202,85113.46721607202,3.330337500000269,53875.29364501324,0.0,15.5993008500011,53890.89294586324,0,3,0,0.0
2025-02-13,仅0:00预报,82912.0397689722,82912.0397689722,2.2737367544323206e-13,51597.810681337694,0.0,9.488303476246074e-13,51597.810681337694,0,0,0,0.0
2025-02-13,更新至6:00,82912.0397689722,82912.0397689722,2.2737367544323206e-13,51597.810681337694,0.0,9.488303476246074e-13,51597.810681337694,0,1,0,0.0
2025-02-13,更新至12:00,82912.0397689722,82953.4584059722,2.2737367544323206e-13,51597.810681337694,55.99458915504998,9.488303476246074e-13,51653.80527049275,1,1,0,18.02762234445254
2025-02-13,更新至18:00,82912.0397689722,82953.4584059722,2.2737367544323206e-13,51597.810681337694,55.99458915504998,9.488303476246074e-13,51653.80527049275,1,2,0,18.02762234445254
2025-02-14,仅0:00预报,37916.697802374445,37916.697802374445,0.0,19733.34445993206,0.0,0.0,19733.34445993206,0,0,0,0.0
2025-02-14,更新至6:00,37916.697802374445,37916.697802374445,0.0,19733.34445993206,0.0,0.0,19733.34445993206,0,1,0,-7.275957614183426e-12
2025-02-14,更新至12:00,37916.697802374445,37916.697802374445,0.0,19733.34445993206,0.0,0.0,19733.34445993206,0,2,0,-7.275957614183426e-12
2025-02-14,更新至18:00,37916.697802374445,37916.697802374445,0.0,19733.34445993206,0.0,0.0,19733.34445993206,0,3,0,2.315390843919886
2025-02-15,仅0:00预报,37395.85237924168,37395.85237924168,1.1368683772161603e-13,19537.03370326933,0.0,2.4971313905552965e-13,19537.03370326933,0,0,0,0.0
2025-02-15,更新至6:00,37395.85237924168,37395.85237924168,1.1368683772161603e-13,19537.03370326933,0.0,2.4971313905552965e-13,19537.03370326933,0,1,0,0.0
2025-02-15,更新至12:00,37395.85237924168,37395.85237924168,1.1368683772161603e-13,19537.03370326933,0.0,2.4971313905552965e-13,19537.03370326933,0,2,0,0.0
2025-02-15,更新至18:00,37395.85237924168,37395.85237924168,1.1368683772161603e-13,19537.03370326933,0.0,2.4971313905552965e-13,19537.03370326933,0,3,0,0.0
2025-02-16,仅0:00预报,85387.81336255802,85387.81336255802,0.0,54235.77878051084,0.0,0.0,54235.77878051084,0,0,0,0.0
2025-02-16,更新至6:00,85387.81336255802,85387.81336255802,0.0,54235.77878051084,0.0,0.0,54235.77878051084,0,1,0,1.4551915228366852e-11
2025-02-16,更新至12:00,85387.81336255802,85387.81336255802,0.0,54235.77878051084,0.0,0.0,54235.77878051084,0,2,0,1.4551915228366852e-11
2025-02-16,更新至18:00,85387.81336255802,85387.81336255802,0.0,54235.77878051084,0.0,0.0,54235.77878051084,0,3,0,1.4551915228366852e-11
2025-02-17,仅0:00预报,84767.76255927808,84767.76255927808,0.0,52918.795690985644,0.0,0.0,52918.795690985644,0,0,0,0.0
2025-02-17,更新至6:00,84767.76255927808,84767.76255927808,0.0,52918.795690985644,0.0,0.0,52918.795690985644,0,1,0,0.0
2025-02-17,更新至12:00,84767.76255927808,84767.76255927808,0.0,52918.795690985644,0.0,0.0,52918.795690985644,0,2,0,0.0
2025-02-17,更新至18:00,84767.76255927808,84767.76255927808,0.0,52918.795690985644,0.0,0.0,52918.795690985644,0,3,0,1.4551915228366852e-11
2025-02-18,仅0:00预报,75703.26354541813,75703.26354541813,957.3919700416684,47433.99135139099,0.0,6303.31234468861,53737.3036960796,0,0,0,0.0
2025-02-18,更新至6:00,75703.26354541813,77101.26711035965,9.35590833333356,47433.99135139099,985.1432808415925,43.82307463333438,48462.95770686592,1,0,0,956.4768935630273
2025-02-18,更新至12:00,75703.26354541813,76760.67216592567,126.01386793055565,47433.99135139099,756.0192113222661,724.9160615427379,48914.926624256,2,0,0,1036.0655781440582
2025-02-18,更新至18:00,75703.26354541813,76901.30848955066,9.35590833333356,47433.99135139099,1006.8950236904861,43.82307463333438,48484.709449714814,3,0,0,1226.1206074492802
2025-02-19,仅0:00预报,76680.76747814879,76680.76747814879,891.1841884811188,47888.126419429806,0.0,5783.497449036286,53671.62386846609,0,0,0,0.0
2025-02-19,更新至6:00,76680.76747814879,76680.76747814879,891.1841884811188,47888.126419429806,0.0,5783.497449036286,53671.62386846609,0,1,0,3.4004633945442038
2025-02-19,更新至12:00,76680.76747814879,78825.7385814691,143.0804808888886,47888.126419429806,1970.5975863134418,727.4853560295546,50586.2093617728,1,1,0,1607.4016636333254
2025-02-19,更新至18:00,76680.76747814879,78825.7385814691,143.0804808888886,47888.126419429806,1970.5975863134418,727.4853560295546,50586.2093617728,1,2,0,1607.4016636333254
2025-02-20,仅0:00预报,78843.2692408674,78843.2692408674,51.456312499999854,49119.528097497605,0.0,241.0213677499993,49360.549465247605,0,0,0,0.0
2025-02-20,更新至6:00,78843.2692408674,79135.32089122664,51.456312499999854,49119.528097497605,339.98640050702414,241.0213677499993,49700.53586575463,1,0,0,243.95914440538036
2025-02-20,更新至12:00,78843.2692408674,78843.2692408674,51.456312499999854,49119.528097497605,0.0,241.0213677499993,49360.549465247605,2,0,0,454.4155196997017
2025-02-20,更新至18:00,78843.2692408674,78843.2692408674,51.456312499999854,49119.528097497605,0.0,241.0213677499993,49360.549465247605,2,1,0,454.41551969968714
2025-02-21,仅0:00预报,34328.12232480924,34328.12232480924,0.0,17777.60295722658,0.0,0.0,17777.60295722658,0,0,0,0.0
2025-02-21,更新至6:00,34328.12232480924,34328.12232480924,0.0,17777.60295722658,0.0,0.0,17777.60295722658,0,1,0,0.0
2025-02-21,更新至12:00,34328.12232480924,34328.12232480924,0.0,17777.60295722658,0.0,0.0,17777.60295722658,0,2,0,0.0
2025-02-21,更新至18:00,34328.12232480924,34340.98091925369,0.0,17777.60295722658,23.58137635166576,0.0,17801.184333578247,1,2,0,7.86045878387813
2025-02-22,仅0:00预报,35039.63288685796,35039.63288685796,195.56686475000225,18318.843707012296,0.0,1126.071907225388,19444.915614237685,0,0,0,0.0
2025-02-22,更新至6:00,35039.63288685796,35039.63288685796,195.56686475000225,18318.843707012296,0.0,1126.071907225388,19444.915614237685,0,1,0,-7.275957614183426e-12
2025-02-22,更新至12:00,35039.63288685796,35039.63288685796,195.56686475000225,18318.843707012296,0.0,1126.071907225388,19444.915614237685,0,2,0,-7.275957614183426e-12
2025-02-22,更新至18:00,35039.63288685796,35039.63288685796,195.56686475000225,18318.843707012296,0.0,1126.071907225388,19444.915614237685,0,3,0,-7.275957614183426e-12
2025-02-23,仅0:00预报,77636.03887870495,77636.03887870495,155.33091687705087,47943.2241475302,0.0,728.0130659350348,48671.23721346523,0,0,0,0.0
2025-02-23,更新至6:00,77636.03887870495,78071.42618575676,116.77122075891805,47943.2241475302,369.1903356732738,546.9498256218967,48859.36430882537,1,0,0,224.96814431338862
2025-02-23,更新至12:00,77636.03887870495,77962.44274817343,150.12493998611296,47943.2241475302,228.75763760577647,703.2286770609185,48875.2104621969,2,0,0,348.1691225746472
2025-02-23,更新至18:00,77636.03887870495,77962.44274817343,150.12493998611296,47943.2241475302,228.75763760577647,703.2286770609185,48875.2104621969,2,1,0,349.3296273497399
2025-02-24,仅0:00预报,73631.53860864845,73631.53860864845,34.14808333333315,46003.98809927713,0.0,157.53087829166586,46161.5189775688,0,0,0,0.0
2025-02-24,更新至6:00,73631.53860864845,75588.10938152792,34.14808333333315,46003.98809927713,1297.2092871552336,157.53087829166586,47458.72826472403,1,0,0,1757.9782607943052
2025-02-24,更新至12:00,73631.53860864845,74281.55928013902,34.14808333333315,46003.98809927713,440.9268248483584,157.53087829166586,46602.445802417154,2,0,0,2533.9520015099406
2025-02-24,更新至18:00,73631.53860864845,74281.55928013902,34.14808333333315,46003.98809927713,440.9268248483584,157.53087829166586,46602.445802417154,2,1,0,2533.9520015099406
2025-02-25,仅0:00预报,76147.63643903073,76147.63643903073,70.60068501388628,47326.91071945379,0.0,316.4947462992308,47643.405465753014,0,0,0,0.0
2025-02-25,更新至6:00,76147.63643903073,76147.63643903073,70.60068501388628,47326.91071945379,0.0,316.4947462992308,47643.405465753014,0,1,0,0.0
2025-02-25,更新至12:00,76147.63643903073,76147.63643903073,70.60068501388628,47326.91071945379,0.0,316.4947462992308,47643.405465753014,0,2,0,0.0
2025-02-25,更新至18:00,76147.63643903073,76147.63643903073,70.60068501388628,47326.91071945379,0.0,316.4947462992308,47643.405465753014,0,3,0,0.03674035916628782
2025-02-26,仅0:00预报,65610.00397444607,65610.00397444607,5008.404332722215,40877.82679542878,0.0,31452.53065599527,72330.35745142405,0,0,0,0.0
2025-02-26,更新至6:00,65610.00397444607,69596.51821763003,1670.1802857361163,40877.82679542878,3394.3961232648785,11062.538958791314,55334.761877484976,1,0,0,4930.864691198018
2025-02-26,更新至12:00,65610.00397444607,72259.81944928298,25.350476430557023,40877.82679542878,6025.585788282471,129.50586217155703,47032.91844588281,2,0,0,8060.583073838177
2025-02-26,更新至18:00,65610.00397444607,72282.60249933854,15.193345833333638,40877.82679542878,6069.606058447316,68.97857219583481,47016.41142607193,3,0,0,8088.649140880734
2025-02-27,仅0:00预报,68690.23326275992,68690.23326275992,2364.729091486103,42795.28277425433,0.0,14512.2861762639,57307.56895051823,0,0,0,0.0
2025-02-27,更新至6:00,68690.23326275992,70346.60730239263,877.2346432222183,42795.28277425433,1676.8891050559978,5728.577555720556,50200.749435030884,1,0,0,1564.9692029689468
2025-02-27,更新至12:00,68690.23326275992,72117.38432490634,86.6232516666579,42795.28277425433,3278.9888494379065,403.8099916757802,46478.08161536801,2,0,0,2870.0715729154326
2025-02-27,更新至18:00,68690.23326275992,72117.38432490634,86.6232516666579,42795.28277425433,3278.9888494379065,403.8099916757802,46478.08161536801,2,1,0,2870.0715729154326
2025-02-28,仅0:00预报,34261.07736675111,34261.07736675111,555.6096387916675,17826.575351108564,0.0,2252.7027679829616,20079.278119091527,0,0,0,0.0
2025-02-28,更新至6:00,34261.07736675111,34534.03824304278,282.6487625000009,17826.575351108564,289.84848327164997,1287.7308860698872,19404.1547204501,1,0,0,269.1899294372233
2025-02-28,更新至12:00,34261.07736675111,34534.03824304278,282.6487625000009,17826.575351108564,289.84848327164997,1287.7308860698872,19404.1547204501,1,1,0,269.1899294372233
2025-02-28,更新至18:00,34261.07736675111,34534.03824304278,282.6487625000009,17826.575351108564,289.84848327164997,1287.7308860698872,19404.1547204501,1,2,0,269.1899294372233
2025-03-01,仅0:00预报,35668.25221539793,35668.25221539793,11.49915416666488,18460.294116689292,0.0,54.38211705624163,18514.676233745533,0,0,0,0.0
2025-03-01,更新至6:00,35668.25221539793,35668.25221539793,11.49915416666488,18460.294116689292,0.0,54.38211705624163,18514.676233745533,0,1,0,0.0
2025-03-01,更新至12:00,35668.25221539793,35668.25221539793,11.49915416666488,18460.294116689292,0.0,54.38211705624163,18514.676233745533,0,2,0,0.0
2025-03-01,更新至18:00,35668.25221539793,35668.25221539793,11.49915416666488,18460.294116689292,0.0,54.38211705624163,18514.676233745533,0,3,0,0.0
2025-03-02,仅0:00预报,79400.49636944049,79400.49636944049,302.90055478395004,48982.03126063984,0.0,1703.805585711493,50685.83684635133,0,0,0,0.0
2025-03-02,更新至6:00,79400.49636944049,80959.6557516905,302.90055478394993,48982.03126063984,1981.451862517759,1703.8055857114925,52667.28870886909,1,0,0,2338.5806713984057
2025-03-02,更新至12:00,79400.49636944049,80959.6557516905,302.90055478394993,48982.03126063984,1981.451862517759,1703.8055857114925,52667.28870886909,1,1,0,2338.5806713984057
2025-03-02,更新至18:00,79400.49636944049,80959.6557516905,302.90055478394993,48982.03126063984,1981.451862517759,1703.8055857114925,52667.28870886909,1,2,0,2338.5806713984057
2025-03-03,仅0:00预报,82837.49315148663,82837.49315148663,648.842882958335,51330.76350951226,0.0,4129.028811789428,55459.79232130169,0,0,0,0.0
2025-03-03,更新至6:00,82837.49315148663,83334.46734731997,152.22007629166978,51330.76350951226,637.9418920206248,753.4338608334767,52722.13926236636,1,0,0,620.2159912304633
2025-03-03,更新至12:00,82837.49315148663,83255.21587404872,231.43981085458302,51330.76350951226,536.4092766834895,1295.1017054007366,53162.27449159649,2,0,0,690.6050121316948
2025-03-03,更新至18:00,82837.49315148663,83374.28784327829,112.36784162500271,51330.76350951226,766.4741820304224,521.8872466139294,52619.12493815661,3,0,0,761.7982829796383
2025-03-04,仅0:00预报,72278.03367660692,72278.03367660692,640.5313843325054,44724.711956293206,0.0,4087.1648540932615,48811.876810386464,0,0,0,0.0
2025-03-04,更新至6:00,72278.03367660692,73912.47886564293,92.05130820833426,44724.711956293206,1816.933844461884,395.4971480272964,46937.142948782384,1,0,0,907.48028297766
2025-03-04,更新至12:00,72278.03367660692,73692.6484323096,92.05130820833426,44724.711956293206,1672.5625479568837,395.4971480272964,46792.771652277384,2,0,0,1051.8515794826671
2025-03-04,更新至18:00,72278.03367660692,73692.6484323096,92.05130820833426,44724.711956293206,1672.5625479568837,395.4971480272964,46792.771652277384,2,1,0,1051.8515794826671
2025-03-05,仅0:00预报,76212.26682646884,76212.26682646884,3.331633333333457,46880.12872513913,0.0,15.605370533333913,46895.734095672466,0,0,0,0.0
2025-03-05,更新至6:00,76212.26682646884,76212.26682646884,3.331633333333457,46880.12872513913,0.0,15.605370533333913,46895.734095672466,0,1,0,0.0
2025-03-05,更新至12:00,76212.26682646884,76212.26682646884,3.331633333333457,46880.12872513913,0.0,15.605370533333913,46895.734095672466,0,2,0,0.0
2025-03-05,更新至18:00,76212.26682646884,76212.26682646884,3.331633333333457,46880.12872513913,0.0,15.605370533333913,46895.734095672466,0,3,0,0.0
2025-03-06,仅0:00预报,70777.56019436932,70777.56019436932,0.0,43610.34625230598,0.0,0.0,43610.34625230598,0,0,0,0.0
2025-03-06,更新至6:00,70777.56019436932,70991.05652675308,0.0,43610.34625230598,238.4597613295876,0.0,43848.80601363556,1,0,0,86.5565834997833
2025-03-06,更新至12:00,70777.56019436932,70991.05652675308,0.0,43610.34625230598,238.4597613295876,0.0,43848.80601363556,1,1,0,86.5565834997833
2025-03-06,更新至18:00,70777.56019436932,70991.05652675308,0.0,43610.34625230598,238.4597613295876,0.0,43848.80601363556,1,2,0,88.9969873187074
2025-03-07,仅0:00预报,32142.145294719732,32142.145294719732,0.0,17508.204693495973,0.0,0.0,17508.204693495973,0,0,0,0.0
2025-03-07,更新至6:00,32142.145294719732,32142.145294719732,0.0,17508.204693495973,0.0,0.0,17508.204693495973,0,1,0,0.0
2025-03-07,更新至12:00,32142.145294719732,32142.145294719732,0.0,17508.204693495973,0.0,0.0,17508.204693495973,0,2,0,0.0
2025-03-07,更新至18:00,32142.145294719732,32142.145294719732,0.0,17508.204693495973,0.0,0.0,17508.204693495973,0,3,0,0.0
2025-03-08,仅0:00预报,30724.806969565252,30724.806969565252,226.30392286458573,16489.504368310987,0.0,866.2589679134464,17355.763336224434,0,0,0,0.0
2025-03-08,更新至6:00,30724.806969565252,31091.236721596506,1.1368683772161603e-13,16489.504368310987,412.18793646209804,4.842490852752235e-13,16901.692304773085,1,0,0,193.39093758456147
2025-03-08,更新至12:00,30724.806969565252,31091.236721596506,1.1368683772161603e-13,16489.504368310987,412.18793646209804,4.842490852752235e-13,16901.692304773085,1,1,0,193.39093758456147
2025-03-08,更新至18:00,30724.806969565252,31091.236721596506,1.1368683772161603e-13,16489.504368310987,412.18793646209804,4.842490852752235e-13,16901.692304773085,1,2,0,193.39093758456147
2025-03-09,仅0:00预报,76956.49097682354,76956.49097682354,20.69966766666812,46838.86456976709,0.0,80.35610988200564,46919.220679649094,0,0,0,0.0
2025-03-09,更新至6:00,76956.49097682354,76956.49097682354,20.69966766666812,46838.86456976709,0.0,80.35610988200564,46919.220679649094,0,1,0,0.0
2025-03-09,更新至12:00,76956.49097682354,77018.4010934902,0.0,46838.86456976709,96.94389229874945,0.0,46935.808462065834,1,1,0,24.62454090589017
2025-03-09,更新至18:00,76956.49097682354,77018.4010934902,0.0,46838.86456976709,96.94389229874945,0.0,46935.808462065834,1,2,0,28.258850966303726
2025-03-10,仅0:00预报,71451.77383947089,71451.77383947089,402.8341701666675,43611.56046745843,0.0,1950.4153768301708,45561.9758442886,0,0,0,0.0
2025-03-10,更新至6:00,71451.77383947089,72751.05427883973,39.33666666666363,43611.56046745843,1544.328176158251,184.31195166665245,45340.200595283335,1,0,0,1318.4583009150374
2025-03-10,更新至12:00,71451.77383947089,72751.05427883973,39.33666666666363,43611.56046745843,1544.328176158251,184.31195166665245,45340.200595283335,1,1,0,1318.4583009150374
2025-03-10,更新至18:00,71451.77383947089,72751.05427883973,39.33666666666363,43611.56046745843,1544.328176158251,184.31195166665245,45340.200595283335,1,2,0,1318.4583009150374
2025-03-11,仅0:00预报,63548.22602085318,63548.22602085318,4193.899647587447,38913.156392886456,0.0,27017.215682433074,65930.37207531952,0,0,0,0.0
2025-03-11,更新至6:00,63548.22602085318,70916.80014369475,1.1368683772161603e-13,38913.156392886456,6385.907646849004,4.73733052785974e-13,45299.06403973546,1,0,0,12176.129706005348
2025-03-11,更新至12:00,63548.22602085318,69178.65954099722,2.2737367544323206e-13,38913.156392886456,4523.805911970901,9.316067917097825e-13,43436.962304857356,2,0,0,13941.269049213573
2025-03-11,更新至18:00,63548.22602085318,69142.59084516388,2.2737367544323206e-13,38913.156392886456,4481.800308803401,9.316067917097825e-13,43394.95670168986,3,0,0,13967.518177851089
2025-03-12,仅0:00预报,72199.72857497059,72199.72857497059,0.0,44446.70988589265,0.0,0.0,44446.70988589265,0,0,0,0.0
2025-03-12,更新至6:00,72199.72857497059,72199.72857497059,0.0,44446.70988589265,0.0,0.0,44446.70988589265,0,1,0,0.0
2025-03-12,更新至12:00,72199.72857497059,72199.72857497059,0.0,44446.70988589265,0.0,0.0,44446.70988589265,0,2,0,0.0
2025-03-12,更新至18:00,72199.72857497059,72199.72857497059,0.0,44446.70988589265,0.0,0.0,44446.70988589265,0,3,0,0.0
2025-03-13,仅0:00预报,71711.97931047995,71711.97931047995,172.97789704166723,44202.72024655664,0.0,1163.757125696002,45366.47737225264,0,0,0,0.0
2025-03-13,更新至6:00,71711.97931047995,72773.28153604854,161.80664704166713,44202.72024655664,1005.6857087684001,1111.6320731960016,46320.038028521034,1,0,0,723.0723690561863
2025-03-13,更新至12:00,71711.97931047995,72246.0624775319,168.66787916666476,44202.72024655664,551.0017036195691,1133.6904409999854,45887.41239117619,2,0,0,1087.3422880560684
2025-03-13,更新至18:00,71711.97931047995,72246.0624775319,168.66787916666476,44202.72024655664,551.0017036195691,1133.6904409999854,45887.41239117619,2,1,0,1091.4292600522313
2025-03-14,仅0:00预报,28892.814421596286,28892.814421596286,46.6574303750013,14959.258421648792,0.0,285.2168718823829,15244.475293531175,0,0,0,0.0
2025-03-14,更新至6:00,28892.814421596286,29055.801479929618,0.0,14959.258421648792,210.7751766450002,0.0,15170.033598293792,1,0,0,281.745276746311
2025-03-14,更新至12:00,28892.814421596286,29151.43882922129,0.0,14959.258421648792,335.9703202036207,0.0,15295.228741852412,2,0,0,311.7122356471591
2025-03-14,更新至18:00,28892.814421596286,29102.926270887954,0.0,14959.258421648792,279.47259476862064,0.0,15238.731016417412,3,0,0,343.6469914111731
2025-03-15,仅0:00预报,30163.485285109782,30163.485285109782,178.90475095833153,15885.920540193074,0.0,659.0997488294097,16545.020289022483,0,0,0,0.0
2025-03-15,更新至6:00,30163.485285109782,30197.53497423478,144.85506183333325,15885.920540193074,35.23632079100445,541.6453461927281,16462.802207176806,1,0,0,15.391631414822768
2025-03-15,更新至12:00,30163.485285109782,30197.53497423478,144.85506183333325,15885.920540193074,35.23632079100445,541.6453461927281,16462.802207176806,1,1,0,15.391631414822768
2025-03-15,更新至18:00,30163.485285109782,30197.53497423478,144.85506183333325,15885.920540193074,35.23632079100445,541.6453461927281,16462.802207176806,1,2,0,15.391631414822768
2025-03-16,仅0:00预报,72837.02723150139,72837.02723150139,261.3711198749943,43910.51872716784,0.0,1343.8627588858037,45254.381486053644,0,0,0,0.0
2025-03-16,更新至6:00,72837.02723150139,74951.93071366599,0.33958333333339397,43910.51872716784,2057.819518610068,1.544934375000276,45969.88318015291,1,0,0,962.1074228450307
2025-03-16,更新至12:00,72837.02723150139,74590.83838033266,0.33958333333339397,43910.51872716784,1820.3381182850678,1.544934375000276,45732.4017798279,2,0,0,1199.5888231700228
