日期,小区负载电量_kWh,光伏实际电量_kWh,计划购电量_kWh,调整购电量_kWh,调整净变化_kWh,上调购电量_kWh,下调购电量_kWh,紧急购电量_kWh,充电量_kWh,放电量_kWh,实际弃光量_kWh,计划购电费_元,调整费用_元,紧急购电费_元,总费用_元,0:00储电量_kWh,24:00储电量_kWh
2025-02-11,121441.28161666667,46220.68448333333,82770.11567773044,82770.11567773044,0.0,0.0,3.637978807091713e-12,3162.9140047325163,24282.434955349803,19668.772313833335,6098.769907613161,51584.16103331916,2.2848325897939503e-12,14897.998605512268,66482.15963883142,6000.0,6000.000000000004
2025-02-12,121363.85288333334,46097.116749999994,82719.79079287447,82719.79079287447,0.0,0.0,1.5916157281026244e-12,2622.5352898333404,24328.013186008226,19705.69068066666,5453.26744403292,51594.483310790165,9.905420483846682e-13,13080.236967071536,64674.7202778617,6000.0,6000.000000000003
2025-02-13,121310.28371666666,49980.80469999999,77352.8109393004,78363.04904814812,1010.2381088477268,1010.2381088477333,1.5916157281026244e-12,2711.4570573724386,23349.10441502057,18912.77457616666,5308.697249999999,47298.60311036335,1191.566451165615,13656.971391902796,62147.140953431765,6000.0,6000.000000000005
2025-02-14,75872.63794999999,46070.83613333333,35053.60619650205,35782.129896502054,728.5237000000052,728.5236999999945,0.0,1799.809066666669,17105.395946502056,13855.370716666665,4530.111916666664,18580.440276988455,805.3946092049955,7541.374725833346,26927.209612026796,6000.0,6000.0
2025-02-15,76054.55225,46774.46115,35272.93437139918,36252.640371399175,979.7059999999983,979.7060000000018,0.0,2189.2783,16066.773621399178,13014.086633333334,6109.140583333334,19071.478976185514,689.0180757400011,8156.802568200002,27917.299620125516,6000.0,6000.0
2025-02-16,121276.97728333331,45899.59818333333,83983.55094279835,83983.55094279835,0.0,1.5916157281026244e-12,1.6484591469634324e-12,2519.7249953332966,23198.320396707808,18790.63952133333,6718.21596275717,52194.90746154703,4.0605328877063585e-12,12549.231194205579,64744.13865575261,6000.0,5999.999999999998
2025-02-17,120960.37281666666,49776.50964999999,83470.8265627572,83470.82656275728,8.731149137020111e-11,9.890754881780595e-11,0.0,1385.3380908333338,23379.46659567889,18937.367942499997,9230.202833745076,51249.08094626354,1.8635665810506906e-10,7227.844512842086,58476.92545910581,6000.0,5999.999999999893
2025-02-18,121331.27123333333,49239.883449999994,74806.81433583333,77041.69723312758,2234.882897294243,2234.8828972942456,0.0,2574.571066666667,23258.617016460907,18839.47978333333,3105.743283333335,45992.52930863216,2009.7924494429976,11157.900139241667,59160.22189731683,6000.0,5999.999999999996
2025-02-19,121866.79411666666,48987.466733333335,75753.29759418723,76849.42665658434,1096.1290623971145,1096.1290623971263,1.5916157281026244e-12,4012.1297743333384,23814.302706584367,19289.585192333332,3457.511533333331,46682.399973501015,1115.7387012848844,17839.45932501785,65637.59799980375,6000.0,6000.000000000004
2025-02-20,121105.25703333333,50112.12329999999,77965.56229933332,78177.512216,211.9499166666792,211.94991666666817,0.0,2321.315866666665,23108.108337242797,18717.567753166666,5115.1537652572015,47685.15891770666,260.99527346750284,11587.783901791658,59533.93809296582,6000.0,5999.999999999998
2025-02-21,75802.00203333332,50241.74,33663.921533744855,33872.546833744855,208.6252999999997,208.62530000000075,0.0,1364.2005942386786,16232.282427983537,13148.148766666665,6592.351733333329,17725.62564696613,242.97848171750078,5883.249352247715,23851.85348093135,6000.0,6000.0
2025-02-22,75682.24226666667,47837.47938333333,33820.62886831275,33976.83050166666,156.20163335391408,156.2016333539107,0.0,2021.2051499999964,16083.911499999998,13027.968314999998,5097.3295833333295,18058.29903873642,168.3337145663717,8765.841851549982,26992.474604852774,6000.0,5999.999999999996
2025-02-23,121142.14093333333,49610.287249999994,77510.8454184465,77939.69129211316,428.8458736666653,428.84587366666744,0.0,3271.515983333333,22330.958187860073,18088.076132166665,5436.471536419758,47315.92263918992,528.0086136416019,15632.002736549997,63475.93398938152,6000.0,6000.0
2025-02-24,120628.98854999998,52425.954933333334,73823.07381316871,74551.4046111111,728.3307979423844,728.3307979423752,4.547473508864641e-13,2474.1895833333338,22291.250164609042,18055.912633333337,4587.223046502059,45704.505830192196,484.6768691567207,11751.969188291667,57941.15188764058,6000.0,5999.999999999997
2025-02-25,121093.33288333332,55272.00965,76740.34084362138,76740.34084362138,0.0,1.1368683772161603e-12,0.0,1679.700499999999,22031.954740534977,17845.883339833337,8412.64670958642,47081.585025128596,2.1420305529318284e-12,8826.450571124995,55908.03559625359,6000.0,6000.0
2025-02-26,121060.73411666666,52245.88608333333,69840.53613312758,72643.1671040823,2802.6309709547204,2802.6309709547277,0.0,3754.6787333333336,23235.8304600823,18821.02267266667,3168.190016666671,42323.214225213924,2578.1705996166024,16840.61127370833,61741.99609853886,6000.0,5999.999999999998
2025-02-27,120599.48893333334,53642.90473333333,70695.47325925925,71651.64937016666,956.1761109074141,956.17611090741,5.684341886080801e-13,3493.5678333333367,23031.374316666668,18655.413196500005,3812.671883333339,43341.52303665647,959.5706471897332,16559.321876541682,60860.41556038789,6000.0,6000.000000000001
2025-02-28,75385.10795,52092.51439999999,32508.672199999997,32763.620099999996,254.9478999999992,254.94789999999992,0.0,1678.5870999999995,16153.761234567899,13084.5466,8080.399015432101,17345.789542391663,278.30534020249996,6931.235407508332,24555.330290102494,6000.0,6000.0
2025-03-01,72244.16014999998,48585.39421666667,32356.778452166665,33600.98920216667,1244.210750000002,1244.2107499999997,0.0,1735.9443,15999.999999999998,12960.0,8638.167568833338,17511.965149326883,901.1019897000001,6654.267843583335,25067.33498261022,6000.0,6000.000000000001
2025-03-02,117860.41708333333,45502.110016666666,77374.23705766667,78517.64417483333,1143.4071171666583,1143.40711716667,0.0,2271.7892666666667,24000.502911728392,19440.4073585,3871.0308216049393,47366.821241487065,1380.925876738755,10487.324238733332,59235.07135695915,6000.0,5999.999999999999
2025-03-03,117958.7456,45941.59896666666,79963.17138065843,80774.23545000001,811.0640693415771,811.0640693415685,0.0,2092.259200000001,24741.26022633745,20040.420783333335,6148.508573662555,49118.737125756845,969.0803848947277,10347.716345758336,60435.53385640991,6000.0,5999.999999999999
2025-03-04,118139.02498333334,48939.56705,70750.44928456789,72686.66319935184,1936.213914783948,1936.213914783947,0.0,3375.496933333334,22534.20543518518,18252.7064025,2581.203166666668,43060.38214933309,1746.4085131545633,14333.664720500003,59140.45538298766,6000.0,6000.0
2025-03-05,118073.44383333332,51942.971816666664,74326.74727696707,74332.99157696708,6.244300000005751,6.244300000000294,0.0,2073.5752456666687,22437.700452674893,18174.537366666667,6012.9317199588495,45162.06237272797,8.278692940000587,9758.492998675672,54928.83406434364,6000.0,6000.000000000001
2025-03-06,117673.59855,51732.944416666665,69316.12837037037,70016.36893436214,700.2405639917706,700.2405639917702,0.0,3429.924666,22805.537984362138,18472.48576733333,3172.587249999998,42375.35124209765,556.9316732401867,15528.065178514,58460.34809385183,6000.0,6000.000000000002
2025-03-07,71680.36145,50758.07591666667,31521.209254526744,31976.072454526737,454.8631999999925,454.86319999999273,0.0,1649.2441000000001,16000.0,12960.0,9663.031021193405,17107.876272460988,287.2923552749952,6709.326965983335,24104.49559371932,6000.0,5999.9999999999945
2025-03-08,72344.71158333334,53281.57206666666,30757.892549999997,31949.547989666666,1191.6554396666688,1191.6554396666654,6.252776074688882e-13,1509.0010499999999,16037.156699999998,12990.096927,11348.349750000001,16420.63431951333,859.0979026950984,6225.250790599999,23504.98301280843,6000.0,5999.999999999999
2025-03-09,117692.9865,54359.461449999995,73464.9813781111,75346.61434366666,1881.63296555556,1881.632965555552,2.4868995751603507e-14,2110.6613163333345,22648.763465020576,18345.49840666667,9820.48555164609,44648.23808924535,2152.245113610662,10131.931469366506,56932.41467222252,6000.0,5999.999999999998
2025-03-10,117943.06436666666,49900.99291666666,70684.44720563167,71965.08966687243,1280.6424612407573,1280.6424612407402,2.842170943040401e-14,3404.1321666666663,22654.901193415637,18350.46996666667,3022.719156790124,42543.11561869293,1241.2290068258449,15223.194063799998,59007.53868931877,6000.0,6000.0
2025-03-11,117499.55295,53560.63415,61363.84376748971,67570.4576,6206.6138325102875,6206.613832510294,4.547473508864641e-13,3597.5693166666665,22180.98333333333,17966.5965,3014.721283333337,38130.515527422234,4337.06988877288,16559.181168458334,59026.76658465345,6000.0,5999.9999999999945
2025-03-12,118112.23683333333,55676.70215,71617.0534329218,73785.61901790123,2168.5655849794275,2168.5655849794284,0.0,1832.7681166666669,22585.402325102878,18294.175883333333,8891.626009465028,43714.6803294338,2265.4081414804996,8592.632559450003,54572.7210303643,6000.0,5999.999999999999
2025-03-13,118237.27705,50691.65903333333,72088.1001845679,72834.97030370371,746.8701191358123,746.8701191358122,6.821210263296962e-13,2336.2120646666663,21625.28790370371,17516.483202000003,3516.7596499999995,43822.19808757475,686.9078053542686,11003.261293283666,55512.36718621268,6000.0,6000.000000000002
2025-03-14,72108.86895,56079.44296666667,29803.645445166665,30484.79344516666,681.1479999999938,681.1479999999965,0.0,1402.9954214999993,16000.000000000002,12960.0,12818.362883333328,15838.412646362418,650.2646839349966,5508.909390347665,21997.58672064508,6000.0,6000.000000000002
2025-03-15,72724.98178333332,51800.85663333333,30439.637749999994,30796.315772333328,356.6780223333335,356.67802233333384,0.0,1576.7272956666684,15929.152199999993,12902.613281999997,8422.379000000004,16196.802545386668,445.2809042068005,6643.409193032674,23285.492642626145,6000.0,6000.0
2025-03-16,117983.21598333333,54632.16905,68704.55932366254,69949.98766851852,1245.4283448559727,1245.4283448559713,0.0,3145.974533333334,21909.1286419753,17746.3942,5582.180826543213,42088.589808750185,935.845468449355,15016.408291600004,58040.843568799544,6000.0,6000.000000000002
2025-03-17,117693.6218,59835.490366666665,63589.03156172838,65803.31193600822,2214.2803742798424,2214.2803742798346,0.0,2519.4789166666674,21783.280569341558,17644.457261166663,6325.836111166662,38691.57068670746,2209.919872455804,11446.379311008333,52347.8698701716,6000.0,5999.999999999999
2025-03-18,117253.42358333332,56127.465216666664,72331.98503766666,72331.98503766666,0.0,3.296918293926865e-12,3.410605131648481e-13,1766.7718996666695,22386.908637037035,18133.395996,8719.28592962963,43806.44397844986,6.3697143559693356e-12,8337.132059469513,52143.57603791938,6000.0,5999.999999999998
2025-03-19,117281.55799999999,57816.08755,58696.642644855965,63271.174676366245,4574.53203151028,4574.532031510289,4.547473508864641e-13,4899.528399999997,21839.967244032923,17690.37346766667,4555.638850000006,36385.87316963302,3420.133147050863,21702.49013184166,61508.49644852554,6000.0,6000.0
2025-03-20,117648.38173333331,55439.41991666666,67445.61404686215,69340.33744266667,1894.7233958045254,1894.723395804526,3.296918293926865e-12,3073.341370833332,22405.60881049382,18148.5431365,5947.651322839509,41663.25466204186,1964.4463627186246,13490.573528931243,57118.27455369173,6000.0,6000.000000000004
2025-03-21,72593.53221666666,60560.06769999999,29545.726061666668,29923.2768,377.55073833333154,377.5507383333339,0.0,1224.5565333333332,16000.0,12960.0,16074.368816666665,15652.019998656333,346.37138263325016,5191.404549399999,21189.795930689583,6000.0,5999.999999999999
2025-03-22,71936.92953333333,56055.7298,29891.111149999997,31513.3179,1622.2067500000012,1622.2067500000007,0.0,1336.7000166666671,15999.999999999998,12960.0,13928.818183333335,15892.12049225,1428.4569339850007,5186.628031425001,22507.205457660002,6000.0,5999.999999999999
2025-03-23,117739.97726666665,58970.257150000005,69613.16473401646,69613.16473401646,0.0,0.0,0.0,1701.1866213333315,21934.978971604934,17767.332967,8376.98523407819,42277.525020154746,0.0,8040.414615412657,50317.9396355674,6000.0,6000.000000000002
2025-03-24,117425.17061666667,59426.67353333333,64873.0866329218,65710.06073168723,836.9740987654368,836.9740987654392,9.094947017729282e-13,2419.779316666625,22204.248443415636,17985.44123916667,5912.535760771567,39207.63636771921,918.724697215381,11247.237866083216,51373.59893101781,6000.0,5999.999999999996
2025-03-25,118053.16781666665,57103.043099999995,73064.99094053498,74581.35370658434,1516.3627660493657,1516.3627660493876,0.0,1623.2582833333327,22240.029732510287,18014.42408333333,11028.881624074076,44245.365602937425,1665.638911407354,7812.429628916662,53723.43414326144,6000.0,5999.999999999996
2025-03-26,117704.62779999999,62112.07293333333,62064.5648510288,62064.5648510288,0.0,3.410605131648481e-13,0.0,3121.8445999999976,20677.280727983532,16748.59738966667,5665.171246045273,38471.134354126625,6.426091658795485e-13,14564.845257866655,53035.97961199328,6000.0,6000.0
2025-03-27,117952.59836666666,59235.60896666667,66325.18131831275,66325.18131831275,0.0,2.2737367544323206e-12,0.0,3529.525583333333,21893.004053292178,17733.33328316667,6978.046731520579,40196.225130810795,4.256844476913102e-12,15475.405306891666,55671.630437702464,6000.0,6000.0
2025-03-28,71891.76726666666,61069.8865,29477.226916666667,29477.226916666667,0.0,0.0,0.0,1008.0576166666674,15996.219423868304,12956.93773333333,16624.122076131694,15500.042267888333,0.0,3910.3953323166697,19410.437600205005,6000.0,5999.9999999999945
2025-03-29,72118.27746666667,64411.06828333333,28748.428566666662,29010.93146666666,262.5028999999995,262.50290000000297,0.0,1015.9209499999995,15999.999999999998,12960.0,19279.64323333333,15023.810160919998,348.5517250600044,4099.175943274998,19471.537829255,6000.0,6000.000000000004
2025-03-30,117994.70585,62649.086149999996,65379.30489238682,65379.30489238682,0.0,3.410605131648481e-13,0.0,1736.377133333338,21773.699588477368,17636.696666666663,7633.059403909462,39413.68794907999,6.426091658795485e-13,7790.405959841675,47204.09390892167,6000.0,6000.000000000003
2025-03-31,117075.66561666667,60124.27613333333,55252.92561563786,59590.76366816872,4337.83805253086,4337.838052530866,7.958078640513122e-13,3793.039000000001,18433.517113168724,14931.148861666665,2930.0449333333345,34662.24507696623,3006.112355445224,17364.9187554,55033.276187811454,6000.0,6000.0
2025-04-01,117967.1463,57758.29478333333,69315.52392489712,69764.65150411522,449.1275792180968,449.1275792180995,2.9558577807620168e-12,1456.979967166672,21112.196954115214,17100.87953283333,7001.4625333333315,41250.41726944636,467.49764232842045,6419.4140114730235,48137.328923247806,6000.0,6000.000000000003
2025-04-02,117986.62945,57551.29404999999,65847.65107860081,66119.93946728396,272.2883886831405,272.2883886831296,2.1600499167107046e-12,2394.263432666666,20955.760350617285,16974.165884,4097.273033333328,39353.23322477691,274.30037132879954,10903.750588860667,50531.284184966375,6000.0,6000.000000000003
2025-04-03,117884.45609999998,62020.92583333333,66839.3950265432,66839.3950265432,0.0,5.229594535194337e-12,0.0,2031.8855928333364,20365.273630246906,16495.871640499994,9138.348362962975,40674.99611772249,9.853340543486411e-12,9224.691809489683,49899.68792721218,6000.0,5999.999999999996
2025-04-04,71735.75181666667,65304.949566666655,27862.5575,27926.07630666667,63.51880666667057,63.51880666666713,0.0,1239.2178833333348,16013.582666666669,12971.001959999998,19691.911233333332,14479.135829651666,83.14227710550065,4877.36464631667,19439.642753073837,6000.0,6000.000000000002
2025-04-05,72602.74256666665,60558.62758333332,27988.533499999998,28133.457383999994,144.92388399999618,144.9238840000002,0.0,1483.126683333333,16020.793600000003,12976.842816,14528.518299999996,14592.461861604997,182.09283909990035,5855.330308025,20629.885008729896,6000.0,6000.0
2025-04-06,117205.43058333333,62795.354316666664,62113.443023868305,63954.67221831275,1841.2291944444441,1841.229194444441,1.8189894035458565e-12,1853.1083825102855,22064.385267489703,17872.152066666662,7205.471133333329,37399.23214400166,1999.6963628699045,7804.532239693093,47203.460746564655,6000.0,5999.999999999998
2025-04-07,117015.14203333334,63772.422750000005,54277.75763230452,56128.56031661317,1850.8026843086482,1850.8026843086466,0.0,4244.215166666666,17895.371490946505,14495.250907666668,3729.9356166666676,33244.5131288258,1863.1396944777928,19459.900746258332,54567.553569561926,6000.0,5999.999999999998
2025-04-08,117713.29026666666,63360.09664999999,63903.60654032921,64010.110640329214,106.50410000000556,106.50410000000306,0.0,1736.3588570000177,21221.058612757202,17189.057476333335,7361.274744238704,38927.953007064745,141.67169033000565,7744.9927777304065,46814.61747512515,6000.0,5999.999999999999
2025-04-09,117677.52253333332,58543.21151666666,62263.47112304526,63526.47609773662,1263.0049746913573,1263.004974691357,1.0231815394945443e-12,3439.173450000001,19994.25384773662,16195.345616666666,4032.4302999999964,37988.523614533435,952.1616617052774,14925.57155336667,53866.25682960538,6000.0,6000.000000000002
2025-04-10,117668.70068333333,63208.06278333333,60325.66939794239,60784.97408127572,459.30468333333556,459.3046833333341,0.0,3195.8307333333332,18843.389999999996,15263.145900000001,5939.922814609057,37424.63291967889,305.34575348000146,14080.676979083331,51810.65565224222,6000.0,6000.0
2025-04-11,72091.99675,66775.34658333333,26995.24498333333,27257.312883333332,262.0679000000018,262.06789999999864,0.0,1415.1700999999998,15999.999999999998,12960.0,20315.832816666665,13873.682679903333,336.357749459998,5497.063596183332,19707.104025546665,6000.0,6000.0
2025-04-12,71957.17576666665,62932.01521666667,27316.930623,27454.21995,137.2893269999986,137.289327000002,0.0,1530.284216666667,15999.999999999996,12959.999999999996,16919.343616666665,14323.398007981235,89.38025903455379,5362.479992916668,19775.258259932456,6000.0,6000.0
2025-04-13,117283.06219999999,63006.703716666656,57223.67994032921,58359.99273332921,1136.3127929999973,1136.312792999996,1.3642420526593924e-12,3140.3515499999985,19199.368473662536,15551.488463666657,3576.1057899999932,35028.49187919422,775.7547865427637,13566.857392866661,49371.10405860364,6000.0,6000.0
2025-04-14,117901.37268333332,65373.34088333332,61901.19031358026,62692.0548606996,790.8645471193449,790.8645471193449,0.0,2105.1198333333323,21365.594897119343,17306.131866666667,8209.679863580257,37801.7528117125,720.9303705216123,8568.65766665833,47091.34084889244,6000.0,6000.000000000002
2025-04-15,117056.90516666666,66917.47633333332,51705.757052469125,53697.844174485595,1992.08712201647,1992.0871220164595,1.5916157281026244e-12,3601.519516666669,17069.390041152263,13826.20593333333,3916.7507499999983,32223.153639071475,1732.5199399290445,16122.390357991677,50078.0639369922,6000.0,6000.000000000001
2025-04-16,117924.88506666665,62145.29311666667,59231.42619666667,60478.019716831295,1246.593520164628,1246.5935201646328,1.0231815394945443e-12,3819.267550000001,17486.093386831246,14163.735643333333,5195.337573333386,35569.567845905665,1462.109834015507,16511.56259211667,53543.240272037845,6000.0,5999.9999999999745
2025-04-17,117487.04263333333,64618.700283333324,52434.10586646091,55983.29728127572,3549.1914148148135,3549.191414814818,3.296918293926865e-12,3431.124833333335,17142.76183127572,13885.637083333331,3288.9550166666695,33197.748905822475,2796.2047757647333,14839.754267783348,50833.70794937055,6000.0,5999.999999999996
2025-04-18,71490.16935,65136.05216666666,26199.902516666665,26327.387644,127.48512733333337,127.48512733332961,0.0,1694.7071666666666,16008.815933333331,12967.140906,18626.3026,13356.378805208336,162.33819768079496,6500.731666841665,20019.448669730795,6000.0,5999.999999999997
2025-04-19,71905.41535,65120.736099999995,25948.146977833334,26477.26471666667,529.1177388333344,529.1177388333343,0.0,1209.6878999999985,15999.999999999993,12959.999999999998,17862.273366666668,12994.018136968683,718.2848588669765,4297.17415421666,18009.47715005232,6000.0,6000.0
2025-04-20,117197.81635000001,65240.07146666667,53709.50992037037,55284.33836934156,1574.8284489711878,1574.8284489711973,1.0231815394945443e-12,3864.564233333331,17891.013786008232,14491.72116666667,3791.865100000001,33014.67341527611,1320.3578447054351,16822.785875774993,51157.817135756544,6000.0,6000.000000000001
2025-04-21,118481.63788333331,69964.7275,58592.04100370371,58592.04100370371,0.0,3.410605131648481e-13,0.0,3373.484864833332,16283.157574279832,13189.357635166667,10354.815546090538,35628.39247682555,6.426091658795485e-13,14198.407083804323,49826.79956062988,6000.0,6000.000000000001
2025-04-22,117811.00101666666,65658.0717,52398.30085884774,55346.61952345679,2948.3186646090544,2948.3186646090608,1.2505552149377763e-12,3882.617800000001,17240.25845679013,13964.609349999999,3800.6589000000004,32156.255505961046,2639.075842935747,16529.870496050004,51325.201844946794,6000.0,5999.999999999998
2025-04-23,118030.51476666666,66630.59805,50325.45328662552,55065.98759609053,4740.534309465009,4740.534309465016,5.684341886080801e-13,3060.8448333333336,16668.723312757204,13501.665883333335,3559.858283333331,31264.10067813072,3840.351800385365,12641.40675524167,47745.85923375776,6000.0,6000.0
2025-04-24,117497.77966666667,70407.67296666667,51467.500667283944,53930.84646728395,2463.345800000003,2463.3458000000037,4.547473508864641e-13,3848.607250000001,17271.347700617283,13989.7916375,7407.790954166672,32078.733504657037,2217.6644865150065,14638.46372416667,48934.86171533872,6000.0,6000.0
2025-04-25,71763.3212,69762.96354999999,26033.2590375,26069.19922933333,35.94019183333148,35.94019183333277,0.0,1497.3091666666664,16022.251753909472,12978.023920666667,22521.922912757196,13558.665851009582,44.9288338108493,5418.114844916665,19021.709529737098,6000.0,6000.0
2025-04-26,72100.92436666667,72030.73073333333,25851.196516666663,25954.299732666666,103.10321600000316,103.10321600000364,0.0,1421.374696296297,16104.051029629627,13044.281333999998,24245.711100000004,13261.76455985333,136.12287113360503,5070.2368050898185,18468.124236076754,6000.0,5999.999999999998
2025-04-27,117032.52253333334,68459.05135,49749.519724666665,53438.974051004116,3689.4543263374508,3689.4543263374526,0.0,2964.980333333333,16317.610093004118,13217.264175333334,4730.137283333335,31208.245545466198,3603.3187212128123,12439.939173249999,47251.50343992901,6000.0,6000.000000000001
2025-04-28,117537.3008,60915.33348333332,60245.63419074074,62480.93709650205,2235.3029057613094,2235.3029057613185,0.0,3100.2402166666666,17854.94306584362,14462.503883333335,5566.770813991772,36209.89659109765,1728.1948898651867,13184.945701233331,51123.03718219617,6000.0,6000.000000000002
2025-04-29,117252.75871666666,69819.545,50058.75818518519,51838.106087654305,1779.3479024691187,1779.347902469127,0.0,2914.776700000001,16125.364287654316,13061.545072999998,4255.8498563333305,31315.562689863502,1863.4508873856416,12278.63598111667,45457.64955836581,6000.0,6000.000000000003
2025-04-30,117682.88071666665,69426.02628333334,48858.336248,49549.493877999994,691.1576299999942,691.1576300000007,0.0,5273.7608999999975,16071.20453333333,13017.675671999996,3512.8714833333306,30965.802565674796,869.2455602390014,21789.82614639165,53624.874272305446,6000.0,6000.000000000002
2025-05-01,120364.58391666666,69353.20511666666,53363.14284218107,56590.97365958847,3227.8308174073973,3227.8308174074014,0.0,3046.8233999999993,16342.65974074074,13237.554390000001,5521.3129088477335,34658.67096388784,3122.990422281555,11387.75580770833,49169.41719387772,6000.0,6000.0
2025-05-02,74761.02673333333,60470.70664999999,29744.007483333327,29744.007483333327,0.0,1.2505552149377763e-12,0.0,1157.9019999999991,15973.621728395063,12938.633600000001,13576.601271604934,16444.61804645333,2.293393208674388e-12,4100.621756799997,20545.23980325333,6000.0,6000.000000000002
2025-05-03,74894.84928333333,66027.67763333333,28834.64448333333,28868.865183333328,34.22069999999803,34.220700000000534,0.0,1142.6625016666676,15931.20483333333,12904.275914999997,18117.427116666666,15795.333878279998,48.57825235750074,3952.4570389150044,19796.3691695525,6000.0,5999.999999999998
2025-05-04,120670.08423333333,68935.4169,57486.610685390944,57486.610685390944,0.0,1.7053025658242404e-12,0.0,4946.587866666669,17842.01795041153,14452.03453983334,7308.547808146087,36362.83789012006,3.213045829397743e-12,19585.68753176667,55948.525421886734,6000.0,6000.0
2025-05-05,120612.16386666667,65536.15706666667,58772.317745473236,58772.317745473236,0.0,0.0,3.296918293926865e-12,3689.5982201666584,18390.236250823047,14896.091363166674,3891.7642779835305,37253.26206601162,2.0706295345007677e-12,16120.696876276714,53373.95894228834,6000.0,6000.000000000004
2025-05-06,121017.19009999999,68147.10773333334,52273.94406666666,55149.17717718518,2875.233110518515,2875.2331105185185,0.0,4533.8097166666685,16285.14198518519,13190.965008000005,3718.727550000001,33562.44476116833,2989.8395245069046,20017.163682591672,56569.447968266904,6000.0,6000.0
2025-05-07,121160.21501666667,66092.36906666667,55119.943108847736,58641.5206553498,3521.5775465020633,3521.577546502057,0.0,3632.988083333333,16991.857572016455,13763.404633333334,3978.2098500000043,35672.01882413,2937.1620833162087,15312.131294333334,53921.31220177954,6000.0,5999.999999999996
2025-05-08,120445.47738333332,64618.964983333324,59647.236793415635,61398.614174279835,1751.3773808642,1751.377380864199,0.0,2713.457833333333,19244.71107427984,15588.215970166664,4629.064503499998,36771.69358195178,1521.9588097661126,11474.370797666666,49768.02318938456,6000.0,6000.0
2025-05-09,74253.82544999999,65754.4396,27534.764183333333,28161.23658333333,626.4723999999987,626.4723999999974,0.0,1399.8413166666662,16000.0,12960.0,18021.692049999998,14848.579843516669,874.3930747199952,4964.095102799998,20687.068021036663,6000.0,6000.000000000001
2025-05-10,74647.98705,62526.941766666656,27881.6722125,28398.1041825,516.4319699999978,516.4319700000018,0.0,1301.5530000000008,16013.040083333333,12970.562467499996,14536.134283333333,15016.655803875417,682.9337149888775,4433.54168386667,20133.131202730965,6000.0,6000.0
